year,season_type,week,home_team,away_team,home_rank,away_rank,home_score,away_score,winner,loser,winner_rank,loser_rank,rank_delta,higher_rank_won,neutral_site
2014,regular,6,Auburn,LSU,5,15,41,7,Auburn,LSU,5,15,10,True,False
2014,regular,6,Michigan State,Nebraska,10,19,27,22,Michigan State,Nebraska,10,19,9,True,False
2014,regular,7,Missouri,Georgia,23,13,0,34,Georgia,Missouri,13,23,10,True,False
2014,regular,7,UCLA,Oregon,18,12,30,42,Oregon,UCLA,12,18,6,True,False
2014,regular,7,Mississippi State,Auburn,3,2,38,23,Mississippi State,Auburn,3,2,1,False,False
2014,regular,7,Baylor,TCU,5,9,61,58,Baylor,TCU,5,9,4,True,False
2014,regular,7,Texas A&M,Ole Miss,14,3,20,35,Ole Miss,Texas A&M,3,14,11,True,False
2014,regular,8,Oklahoma,Kansas State,11,14,30,31,Kansas State,Oklahoma,14,11,3,False,False
2014,regular,8,Alabama,Texas A&M,7,21,59,0,Alabama,Texas A&M,7,21,14,True,False
2014,regular,8,TCU,Oklahoma State,12,15,42,9,TCU,Oklahoma State,12,15,3,True,False
2014,regular,8,Florida State,Notre Dame,2,5,31,27,Florida State,Notre Dame,2,5,3,True,False
2014,regular,8,Arizona State,Stanford,17,23,26,10,Arizona State,Stanford,17,23,6,True,False
2014,regular,9,LSU,Ole Miss,24,3,10,7,LSU,Ole Miss,24,3,21,False,False
2014,regular,9,Utah,USC,19,20,24,21,Utah,USC,19,20,1,True,False
2014,regular,10,West Virginia,TCU,20,10,30,31,TCU,West Virginia,10,20,10,True,False
2014,regular,10,Ole Miss,Auburn,7,4,31,35,Auburn,Ole Miss,4,7,3,True,False
2014,regular,10,UCLA,Arizona,25,14,17,7,UCLA,Arizona,25,14,11,False,False
2014,regular,10,Arizona State,Utah,15,18,19,16,Arizona State,Utah,15,18,3,True,False
2014,regular,11,Oklahoma,Baylor,16,10,14,48,Baylor,Oklahoma,10,16,6,True,False
2014,regular,11,Arizona State,Notre Dame,11,8,55,31,Arizona State,Notre Dame,11,8,3,False,False
2014,regular,11,TCU,Kansas State,6,9,41,20,TCU,Kansas State,6,9,3,True,False
2014,regular,11,Michigan State,Ohio State,7,13,37,49,Ohio State,Michigan State,13,7,6,False,False
2014,regular,11,LSU,Alabama,14,4,13,20,Alabama,LSU,4,14,10,True,False
2014,regular,11,Utah,Oregon,20,5,27,51,Oregon,Utah,5,20,15,True,False
2014,regular,12,Georgia Tech,Clemson,24,18,28,6,Georgia Tech,Clemson,24,18,6,False,False
2014,regular,12,Wisconsin,Nebraska,22,11,59,24,Wisconsin,Nebraska,22,11,11,False,False
2014,regular,12,Alabama,Mississippi State,4,1,25,20,Alabama,Mississippi State,4,1,3,False,False
2014,regular,12,Georgia,Auburn,16,9,34,7,Georgia,Auburn,16,9,7,False,False
2014,regular,13,Utah,Arizona,20,15,10,42,Arizona,Utah,15,20,5,True,False
2014,regular,13,UCLA,USC,11,24,38,20,UCLA,USC,11,24,13,True,False
2014,regular,14,Arizona,Arizona State,12,13,42,35,Arizona,Arizona State,12,13,1,True,False
2014,regular,14,Georgia,Georgia Tech,8,16,24,30,Georgia Tech,Georgia,16,8,8,False,False
2014,regular,14,Ole Miss,Mississippi State,18,4,31,17,Ole Miss,Mississippi State,18,4,14,False,False
2014,regular,14,Wisconsin,Minnesota,14,22,34,24,Wisconsin,Minnesota,14,22,8,True,False
2014,regular,14,Alabama,Auburn,2,15,55,44,Alabama,Auburn,2,15,13,True,False
2014,regular,15,Oregon,Arizona,3,8,51,13,Oregon,Arizona,3,8,5,True,True
2014,regular,15,Missouri,Alabama,14,1,13,42,Alabama,Missouri,1,14,13,True,True
2014,regular,15,Baylor,Kansas State,5,9,38,27,Baylor,Kansas State,5,9,4,True,False
2014,regular,15,Georgia Tech,Florida State,12,2,35,37,Florida State,Georgia Tech,2,12,10,True,True
2014,regular,15,Ohio State,Wisconsin,6,11,59,0,Ohio State,Wisconsin,6,11,5,True,True
2014,postseason,1,Louisville,Georgia,24,9,14,37,Georgia,Louisville,9,24,15,True,True
2014,postseason,1,TCU,Ole Miss,3,17,42,3,TCU,Ole Miss,3,17,14,True,True
2014,postseason,1,Arizona,Boise State,19,16,30,38,Boise State,Arizona,16,19,3,True,True
2014,postseason,1,Georgia Tech,Mississippi State,8,11,49,34,Georgia Tech,Mississippi State,8,11,3,True,True
2014,postseason,1,Wisconsin,Auburn,13,22,34,31,Wisconsin,Auburn,13,22,9,True,True
2014,postseason,1,Baylor,Michigan State,7,5,41,42,Michigan State,Baylor,5,7,2,True,True
2014,postseason,1,Florida State,Oregon,5,2,20,59,Oregon,Florida State,2,5,3,True,True
2014,postseason,1,Ohio State,Alabama,1,4,42,35,Ohio State,Alabama,1,4,3,True,True
2014,postseason,1,UCLA,Kansas State,10,18,40,35,UCLA,Kansas State,10,18,8,True,True
2014,postseason,1,Ohio State,Oregon,1,2,42,20,Ohio State,Oregon,1,2,1,True,True
2015,regular,1,Alabama,Wisconsin,3,20,35,17,Alabama,Wisconsin,3,20,17,True,True
2015,regular,2,Tennessee,Oklahoma,23,19,24,31,Oklahoma,Tennessee,19,23,4,True,False
2015,regular,2,Michigan State,Oregon,5,7,31,28,Michigan State,Oregon,5,7,2,True,False
2015,regular,2,Mississippi State,LSU,25,14,19,21,LSU,Mississippi State,14,25,11,True,False
2015,regular,3,Notre Dame,Georgia Tech,8,14,30,22,Notre Dame,Georgia Tech,8,14,6,True,False
2015,regular,3,LSU,Auburn,13,18,45,21,LSU,Auburn,13,18,5,True,False
2015,regular,3,Alabama,Ole Miss,2,15,37,43,Ole Miss,Alabama,15,2,13,False,False
2015,regular,3,UCLA,BYU,10,19,24,23,UCLA,BYU,10,19,9,True,False
2015,regular,4,Arizona,UCLA,16,9,30,56,UCLA,Arizona,9,16,7,True,False
2015,regular,4,Oregon,Utah,13,18,20,62,Utah,Oregon,18,13,5,False,False
2015,regular,5,Oklahoma,West Virginia,15,23,44,24,Oklahoma,West Virginia,15,23,8,True,False
2015,regular,5,Georgia,Alabama,8,13,10,38,Alabama,Georgia,13,8,5,False,False
2015,regular,5,Florida,Ole Miss,25,3,38,10,Florida,Ole Miss,25,3,22,False,False
2015,regular,5,Texas A&M,Mississippi State,14,21,30,17,Texas A&M,Mississippi State,14,21,7,True,False
2015,regular,5,Clemson,Notre Dame,12,6,24,22,Clemson,Notre Dame,12,6,6,False,False
2015,regular,6,Michigan,Northwestern,18,13,38,0,Michigan,Northwestern,18,13,5,False,False
2015,regular,6,Utah,California,5,23,30,24,Utah,California,5,23,18,True,False
2015,regular,7,Stanford,UCLA,15,18,56,35,Stanford,UCLA,15,18,3,True,False
2015,regular,7,Northwestern,Iowa,20,17,10,40,Iowa,Northwestern,17,20,3,True,False
2015,regular,7,Texas A&M,Alabama,9,10,23,41,Alabama,Texas A&M,10,9,1,False,False
2015,regular,7,Michigan,Michigan State,12,7,23,27,Michigan State,Michigan,7,12,5,True,False
2015,regular,7,LSU,Florida,6,8,35,28,LSU,Florida,6,8,2,True,False
2015,regular,8,Ole Miss,Texas A&M,24,15,23,3,Ole Miss,Texas A&M,24,15,9,False,False
2015,regular,9,Temple,Notre Dame,21,9,20,24,Notre Dame,Temple,9,21,12,True,False
2015,regular,10,Oklahoma State,TCU,12,5,49,29,Oklahoma State,TCU,12,5,7,False,False
2015,regular,10,Clemson,Florida State,3,17,23,13,Clemson,Florida State,3,17,14,True,False
2015,regular,10,Alabama,LSU,7,4,30,16,Alabama,LSU,7,4,3,False,False
2015,regular,11,Mississippi State,Alabama,20,3,6,31,Alabama,Mississippi State,3,20,17,True,False
2015,regular,11,Houston,Memphis,16,25,35,34,Houston,Memphis,16,25,9,True,False
2015,regular,11,Baylor,Oklahoma,4,12,34,44,Oklahoma,Baylor,12,4,8,False,False
2015,regular,12,Ole Miss,LSU,25,17,38,17,Ole Miss,LSU,25,17,8,False,False
2015,regular,12,Oregon,USC,23,22,48,28,Oregon,USC,23,22,1,False,False
2015,regular,12,Wisconsin,Northwestern,21,20,7,13,Northwestern,Wisconsin,20,21,1,True,False
2015,regular,12,Ohio State,Michigan State,2,9,14,17,Michigan State,Ohio State,9,2,7,False,False
2015,regular,12,Oklahoma State,Baylor,4,10,35,45,Baylor,Oklahoma State,10,4,6,False,False
2015,regular,12,Oklahoma,TCU,7,11,30,29,Oklahoma,TCU,7,11,4,True,False
2015,regular,13,Houston,Navy,21,16,52,31,Houston,Navy,21,16,5,False,False
2015,regular,13,TCU,Baylor,15,7,28,21,TCU,Baylor,15,7,8,False,False
2015,regular,13,Michigan,Ohio State,12,8,13,42,Ohio State,Michigan,8,12,4,True,False
2015,regular,13,Mississippi State,Ole Miss,23,19,27,38,Ole Miss,Mississippi State,19,23,4,True,False
2015,regular,13,Stanford,Notre Dame,13,4,38,36,Stanford,Notre Dame,13,4,9,False,False
2015,regular,13,Florida,Florida State,10,14,2,27,Florida State,Florida,14,10,4,False,False
2015,regular,13,Oklahoma State,Oklahoma,9,5,23,58,Oklahoma,Oklahoma State,5,9,4,True,False
2015,regular,14,Houston,Temple,17,20,24,13,Houston,Temple,17,20,3,True,False
2015,regular,14,Alabama,Florida,2,18,29,15,Alabama,Florida,2,18,16,True,True
2015,regular,14,Stanford,USC,7,24,41,22,Stanford,USC,7,24,17,True,True
2015,regular,14,Clemson,North Carolina,1,8,45,37,Clemson,North Carolina,1,8,7,True,True
2015,regular,14,Iowa,Michigan State,4,5,13,16,Michigan State,Iowa,5,4,1,False,True
2015,postseason,1,Baylor,North Carolina,13,15,49,38,Baylor,North Carolina,13,15,2,True,True
2015,postseason,1,Florida State,Houston,14,8,24,38,Houston,Florida State,8,14,6,True,True
2015,postseason,1,Clemson,Oklahoma,2,5,37,17,Clemson,Oklahoma,2,5,3,True,True
2015,postseason,1,Alabama,Michigan State,1,6,38,0,Alabama,Michigan State,1,6,5,True,True
2015,postseason,1,Tennessee,Northwestern,22,23,45,6,Tennessee,Northwestern,22,23,1,True,True
2015,postseason,1,Ohio State,Notre Dame,4,11,44,28,Ohio State,Notre Dame,4,11,7,True,True
2015,postseason,1,Florida,Michigan,25,12,7,41,Michigan,Florida,12,25,13,True,True
2015,postseason,1,Iowa,Stanford,9,3,16,45,Stanford,Iowa,3,9,6,True,True
2015,postseason,1,Ole Miss,Oklahoma State,10,20,48,20,Ole Miss,Oklahoma State,10,20,10,True,True
2015,postseason,1,TCU,Oregon,7,19,47,41,TCU,Oregon,7,19,12,True,True
2015,postseason,1,Clemson,Alabama,2,1,40,45,Alabama,Clemson,1,2,1,True,True
2016,regular,1,Houston,Oklahoma,15,3,33,23,Houston,Oklahoma,15,3,12,False,True
2016,regular,1,North Carolina,Georgia,22,18,24,33,Georgia,North Carolina,18,22,4,True,True
2016,regular,1,Alabama,USC,1,20,52,6,Alabama,USC,1,20,19,True,True
2016,regular,1,Florida State,Ole Miss,4,11,45,34,Florida State,Ole Miss,4,11,7,True,True
2016,regular,3,Louisville,Florida State,10,2,63,20,Louisville,Florida State,10,2,8,False,False
2016,regular,3,Ole Miss,Alabama,19,1,43,48,Alabama,Ole Miss,1,19,18,True,False
2016,regular,3,Notre Dame,Michigan State,18,12,28,36,Michigan State,Notre Dame,12,18,6,True,False
2016,regular,3,Oklahoma,Ohio State,14,3,24,45,Ohio State,Oklahoma,3,14,11,True,False
2016,regular,4,Ole Miss,Georgia,23,12,45,14,Ole Miss,Georgia,23,12,11,False,False
2016,regular,4,Michigan State,Wisconsin,8,11,6,30,Wisconsin,Michigan State,11,8,3,False,False
2016,regular,4,Tennessee,Florida,14,19,38,28,Tennessee,Florida,14,19,5,True,False
2016,regular,4,Texas A&M,Arkansas,10,17,45,24,Texas A&M,Arkansas,10,17,7,True,True
2016,regular,5,Washington,Stanford,10,7,44,6,Washington,Stanford,10,7,3,False,False
2016,regular,5,Georgia,Tennessee,25,11,31,34,Tennessee,Georgia,11,25,14,True,False
2016,regular,5,Michigan,Wisconsin,4,8,14,7,Michigan,Wisconsin,4,8,4,True,False
2016,regular,5,Clemson,Louisville,5,3,42,36,Clemson,Louisville,5,3,2,False,False
2016,regular,6,Texas A&M,Tennessee,8,9,45,38,Texas A&M,Tennessee,8,9,1,True,False
2016,regular,6,North Carolina,Virginia Tech,17,25,3,34,Virginia Tech,North Carolina,25,17,8,False,False
2016,regular,6,Arkansas,Alabama,16,1,30,49,Alabama,Arkansas,1,16,15,True,False
2016,regular,6,Miami,Florida State,10,23,19,20,Florida State,Miami,23,10,13,False,False
2016,regular,7,Tennessee,Alabama,9,1,10,49,Alabama,Tennessee,1,9,8,True,False
2016,regular,7,Arkansas,Ole Miss,22,12,34,30,Arkansas,Ole Miss,22,12,10,False,False
2016,regular,7,Wisconsin,Ohio State,8,2,23,30,Ohio State,Wisconsin,2,8,6,True,False
2016,regular,8,Alabama,Texas A&M,1,6,33,14,Alabama,Texas A&M,1,6,5,True,False
2016,regular,8,Auburn,Arkansas,21,17,56,3,Auburn,Arkansas,21,17,4,False,False
2016,regular,8,LSU,Ole Miss,25,23,38,21,LSU,Ole Miss,25,23,2,False,False
2016,regular,9,Utah,Washington,17,4,24,31,Washington,Utah,4,17,13,True,False
2016,regular,9,Wisconsin,Nebraska,11,7,23,17,Wisconsin,Nebraska,11,7,4,False,False
2016,regular,9,Florida State,Clemson,12,3,34,37,Clemson,Florida State,3,12,9,True,False
2016,regular,10,LSU,Alabama,15,1,0,10,Alabama,LSU,1,15,14,True,False
2016,regular,10,Ohio State,Nebraska,6,9,62,3,Ohio State,Nebraska,6,9,3,True,False
2016,regular,11,Oklahoma,Baylor,9,25,45,24,Oklahoma,Baylor,9,25,16,True,False
2016,regular,12,LSU,Florida,16,21,10,16,Florida,LSU,21,16,5,False,False
2016,regular,12,Colorado,Washington State,12,20,38,24,Colorado,Washington State,12,20,8,True,False
2016,regular,12,West Virginia,Oklahoma,10,8,28,56,Oklahoma,West Virginia,8,10,2,True,False
2016,regular,13,Texas A&M,LSU,22,25,39,54,LSU,Texas A&M,25,22,3,False,False
2016,regular,13,Washington State,Washington,23,6,17,45,Washington,Washington State,6,23,17,True,False
2016,regular,13,Ohio State,Michigan,2,3,30,27,Ohio State,Michigan,2,3,1,True,False
2016,regular,13,Alabama,Auburn,1,16,30,12,Alabama,Auburn,1,16,15,True,False
2016,regular,13,Colorado,Utah,9,21,27,22,Colorado,Utah,9,21,12,True,False
2016,regular,13,Florida State,Florida,15,13,31,13,Florida State,Florida,15,13,2,False,False
2016,regular,14,Washington,Colorado,4,9,41,10,Washington,Colorado,4,9,5,True,True
2016,regular,14,Oklahoma,Oklahoma State,7,11,38,20,Oklahoma,Oklahoma State,7,11,4,True,False
2016,regular,14,Florida,Alabama,15,1,16,54,Alabama,Florida,1,15,14,True,True
2016,regular,14,Virginia Tech,Clemson,19,3,35,42,Clemson,Virginia Tech,3,19,16,True,True
2016,regular,14,Penn State,Wisconsin,8,6,38,31,Penn State,Wisconsin,8,6,2,False,True
2016,postseason,1,Miami,West Virginia,20,18,31,14,Miami,West Virginia,20,18,2,False,True
2016,postseason,1,Colorado,Oklahoma State,17,11,8,38,Oklahoma State,Colorado,11,17,6,True,True
2016,postseason,1,Florida State,Michigan,8,10,33,32,Florida State,Michigan,8,10,2,True,True
2016,postseason,1,Louisville,LSU,21,13,9,29,LSU,Louisville,13,21,8,True,True
2016,postseason,1,Alabama,Washington,2,4,24,7,Alabama,Washington,2,4,2,True,True
2016,postseason,1,Clemson,Ohio State,1,6,31,0,Clemson,Ohio State,1,6,5,True,True
2016,postseason,1,Wisconsin,Western Michigan,9,15,24,16,Wisconsin,Western Michigan,9,15,6,True,True
2016,postseason,1,Penn State,USC,7,3,49,52,USC,Penn State,3,7,4,True,True
2016,postseason,1,Oklahoma,Auburn,5,24,35,19,Oklahoma,Auburn,5,24,19,True,True
2016,postseason,1,Alabama,Clemson,2,1,31,35,Clemson,Alabama,1,2,1,True,True
2017,regular,1,Florida,Michigan,17,11,17,33,Michigan,Florida,11,17,6,True,True
2017,regular,1,Alabama,Florida State,1,3,24,7,Alabama,Florida State,1,3,2,True,True
2017,regular,1,Virginia Tech,West Virginia,21,22,31,24,Virginia Tech,West Virginia,21,22,1,True,True
2017,regular,2,Clemson,Auburn,3,13,14,6,Clemson,Auburn,3,13,10,True,False
2017,regular,2,Ohio State,Oklahoma,2,5,16,31,Oklahoma,Ohio State,5,2,3,False,False
2017,regular,2,Notre Dame,Georgia,24,15,19,20,Georgia,Notre Dame,15,24,9,True,False
2017,regular,2,USC,Stanford,6,14,42,24,USC,Stanford,6,14,8,True,False
2017,regular,3,Florida,Tennessee,24,23,26,20,Florida,Tennessee,24,23,1,False,False
2017,regular,3,Louisville,Clemson,14,3,21,47,Clemson,Louisville,3,14,11,True,False
2017,regular,4,Oklahoma State,TCU,6,16,31,44,TCU,Oklahoma State,16,6,10,False,False
2017,regular,4,Georgia,Mississippi State,11,17,31,3,Georgia,Mississippi State,11,17,6,True,False
2017,regular,5,Washington State,USC,16,5,30,27,Washington State,USC,16,5,11,False,False
2017,regular,5,Auburn,Mississippi State,13,24,49,10,Auburn,Mississippi State,13,24,11,True,False
2017,regular,5,Virginia Tech,Clemson,12,2,17,31,Clemson,Virginia Tech,2,12,10,True,False
2017,regular,6,NC State,Louisville,24,17,39,25,NC State,Louisville,24,17,7,False,False
2017,regular,6,TCU,West Virginia,8,23,31,24,TCU,West Virginia,8,23,15,True,False
2017,regular,8,Penn State,Michigan,2,19,42,13,Penn State,Michigan,2,19,17,True,False
2017,regular,8,Notre Dame,USC,13,11,49,14,Notre Dame,USC,13,11,2,False,False
2017,regular,9,West Virginia,Oklahoma State,22,11,39,50,Oklahoma State,West Virginia,11,22,11,True,False
2017,regular,9,Iowa State,TCU,25,4,14,7,Iowa State,TCU,25,4,21,False,False
2017,regular,9,Notre Dame,NC State,9,14,35,14,Notre Dame,NC State,9,14,5,True,False
2017,regular,9,Ohio State,Penn State,6,2,39,38,Ohio State,Penn State,6,2,4,False,False
2017,regular,10,Michigan State,Penn State,24,7,27,24,Michigan State,Penn State,24,7,17,False,False
2017,regular,10,Washington State,Stanford,25,18,24,21,Washington State,Stanford,25,18,7,False,False
2017,regular,10,NC State,Clemson,20,6,31,38,Clemson,NC State,6,20,14,True,False
2017,regular,10,Oklahoma State,Oklahoma,11,8,52,62,Oklahoma,Oklahoma State,8,11,3,True,False
2017,regular,10,Miami,Virginia Tech,9,13,28,10,Miami,Virginia Tech,9,13,4,True,False
2017,regular,10,Alabama,LSU,1,19,24,10,Alabama,LSU,1,19,18,True,False
2017,regular,10,USC,Arizona,17,23,49,35,USC,Arizona,17,23,6,True,False
2017,regular,11,Iowa State,Oklahoma State,24,12,42,49,Oklahoma State,Iowa State,12,24,12,True,False
2017,regular,11,Ohio State,Michigan State,11,13,48,3,Ohio State,Michigan State,11,13,2,True,False
2017,regular,11,Auburn,Georgia,10,2,40,17,Auburn,Georgia,10,2,8,False,False
2017,regular,11,Wisconsin,Iowa,6,25,38,14,Wisconsin,Iowa,6,25,19,True,False
2017,regular,11,Mississippi State,Alabama,18,1,24,31,Alabama,Mississippi State,1,18,17,True,False
2017,regular,11,Oklahoma,TCU,5,8,38,20,Oklahoma,TCU,5,8,3,True,False
2017,regular,11,Miami,Notre Dame,7,3,41,8,Miami,Notre Dame,7,3,4,False,False
2017,regular,12,Wisconsin,Michigan,5,19,24,10,Wisconsin,Michigan,5,19,14,True,False
2017,regular,13,UCF,South Florida,13,22,49,42,UCF,South Florida,13,22,9,True,False
2017,regular,13,Auburn,Alabama,6,1,26,14,Auburn,Alabama,6,1,5,False,False
2017,regular,13,Stanford,Notre Dame,20,9,38,20,Stanford,Notre Dame,20,9,11,False,False
2017,regular,13,Washington,Washington State,15,14,41,14,Washington,Washington State,15,14,1,False,False
2017,regular,14,USC,Stanford,11,14,31,28,USC,Stanford,11,14,3,True,True
2017,regular,14,UCF,Memphis,12,16,62,55,UCF,Memphis,12,16,4,True,False
2017,regular,14,Oklahoma,TCU,2,10,41,17,Oklahoma,TCU,2,10,8,True,True
2017,regular,14,Auburn,Georgia,4,6,7,28,Georgia,Auburn,6,4,2,False,True
2017,regular,14,Clemson,Miami,1,7,38,3,Clemson,Miami,1,7,6,True,True
2017,regular,14,Wisconsin,Ohio State,3,8,21,27,Ohio State,Wisconsin,8,3,5,False,True
2017,postseason,1,Oklahoma State,Virginia Tech,14,24,30,21,Oklahoma State,Virginia Tech,14,24,10,True,True
2017,postseason,1,TCU,Stanford,9,20,39,37,TCU,Stanford,9,20,11,True,True
2017,postseason,1,Ohio State,USC,5,12,24,7,Ohio State,USC,5,12,7,True,True
2017,postseason,1,Penn State,Washington,8,16,35,28,Penn State,Washington,8,16,8,True,True
2017,postseason,1,Miami,Wisconsin,13,7,24,34,Wisconsin,Miami,7,13,6,True,False
2017,postseason,1,Auburn,UCF,10,6,27,34,UCF,Auburn,6,10,4,True,True
2017,postseason,1,LSU,Notre Dame,18,11,17,21,Notre Dame,LSU,11,18,7,True,True
2017,postseason,1,Oklahoma,Georgia,3,2,48,54,Georgia,Oklahoma,2,3,1,True,True
2017,postseason,1,Clemson,Alabama,4,1,6,24,Alabama,Clemson,1,4,3,True,True
2017,postseason,1,Georgia,Alabama,2,1,23,26,Alabama,Georgia,1,2,1,True,True
2018,regular,1,Auburn,Washington,9,6,21,16,Auburn,Washington,9,6,3,False,True
2018,regular,1,Notre Dame,Michigan,12,14,24,17,Notre Dame,Michigan,12,14,2,True,False
2018,regular,1,LSU,Miami,25,8,33,17,LSU,Miami,25,8,17,False,True
2018,regular,1,Florida State,Virginia Tech,19,20,3,24,Virginia Tech,Florida State,20,19,1,False,False
2018,regular,2,South Carolina,Georgia,24,3,17,41,Georgia,South Carolina,3,24,21,True,False
2018,regular,2,Stanford,USC,10,17,17,3,Stanford,USC,10,17,7,True,False
2018,regular,3,Auburn,LSU,7,12,21,22,LSU,Auburn,12,7,5,False,False
2018,regular,3,Oklahoma State,Boise State,24,17,44,21,Oklahoma State,Boise State,24,17,7,False,False
2018,regular,3,TCU,Ohio State,15,4,28,40,Ohio State,TCU,4,15,11,True,True
2018,regular,4,Alabama,Texas A&M,1,22,45,23,Alabama,Texas A&M,1,22,21,True,False
2018,regular,4,Oregon,Stanford,20,7,31,38,Stanford,Oregon,7,20,13,True,False
2018,regular,5,Texas Tech,West Virginia,25,12,34,42,West Virginia,Texas Tech,12,25,13,True,False
2018,regular,5,Penn State,Ohio State,9,4,26,27,Ohio State,Penn State,4,9,5,True,False
2018,regular,5,Notre Dame,Stanford,8,7,38,17,Notre Dame,Stanford,8,7,1,False,False
2018,regular,5,Washington,BYU,11,20,35,7,Washington,BYU,11,20,9,True,False
2018,regular,5,California,Oregon,24,19,24,42,Oregon,California,19,24,5,True,False
2018,regular,6,Oklahoma,Texas,7,19,45,48,Texas,Oklahoma,19,7,12,False,True
2018,regular,6,Florida,LSU,22,5,27,19,Florida,LSU,22,5,17,False,False
2018,regular,6,Virginia Tech,Notre Dame,24,6,23,45,Notre Dame,Virginia Tech,6,24,18,True,False
2018,regular,7,LSU,Georgia,13,2,36,16,LSU,Georgia,13,2,11,False,False
2018,regular,7,Oregon,Washington,17,7,30,27,Oregon,Washington,17,7,10,False,False
2018,regular,7,Michigan,Wisconsin,12,15,38,13,Michigan,Wisconsin,12,15,3,True,False
2018,regular,8,Michigan State,Michigan,24,6,7,21,Michigan,Michigan State,6,24,18,True,False
2018,regular,8,Clemson,NC State,3,16,41,7,Clemson,NC State,3,16,13,True,False
2018,regular,8,LSU,Mississippi State,5,22,19,3,LSU,Mississippi State,5,22,17,True,False
2018,regular,8,Washington State,Oregon,25,12,34,20,Washington State,Oregon,25,12,13,False,False
2018,regular,9,Georgia,Florida,7,9,36,17,Georgia,Florida,7,9,2,True,True
2018,regular,9,Penn State,Iowa,17,18,30,24,Penn State,Iowa,17,18,1,True,False
2018,regular,9,Stanford,Washington State,24,14,38,41,Washington State,Stanford,14,24,10,True,False
2018,regular,10,Kentucky,Georgia,11,6,17,34,Georgia,Kentucky,6,11,5,True,False
2018,regular,10,Texas,West Virginia,15,12,41,42,West Virginia,Texas,12,15,3,True,False
2018,regular,10,Michigan,Penn State,5,14,42,7,Michigan,Penn State,5,14,9,True,False
2018,regular,10,LSU,Alabama,4,1,0,29,Alabama,LSU,1,4,3,True,False
2018,regular,11,Michigan State,Ohio State,24,8,6,26,Ohio State,Michigan State,8,24,16,True,False
2018,regular,11,Alabama,Mississippi State,1,18,24,0,Alabama,Mississippi State,1,18,17,True,False
2018,regular,11,Boston College,Clemson,17,2,7,27,Clemson,Boston College,2,17,15,True,False
2018,regular,12,Notre Dame,Syracuse,3,12,36,3,Notre Dame,Syracuse,3,12,9,True,True
2018,regular,12,UCF,Cincinnati,11,19,38,13,UCF,Cincinnati,11,19,8,True,False
2018,regular,12,Texas,Iowa State,13,18,24,10,Texas,Iowa State,13,18,5,True,False
2018,regular,13,West Virginia,Oklahoma,12,6,56,59,Oklahoma,West Virginia,6,12,6,True,False
2018,regular,13,Washington State,Washington,7,16,15,28,Washington,Washington State,16,7,9,False,False
2018,regular,13,Ohio State,Michigan,10,4,62,39,Ohio State,Michigan,10,4,6,False,False
2018,regular,13,Boise State,Utah State,21,14,33,24,Boise State,Utah State,21,14,7,False,False
2018,regular,14,Washington,Utah,10,17,10,3,Washington,Utah,10,17,7,True,True
2018,regular,14,Oklahoma,Texas,5,9,39,27,Oklahoma,Texas,5,9,4,True,True
2018,regular,14,Georgia,Alabama,4,1,28,35,Alabama,Georgia,1,4,3,True,True
2018,regular,14,Boise State,Fresno State,19,25,16,19,Fresno State,Boise State,25,19,6,False,False
2018,regular,14,Ohio State,Northwestern,6,21,45,24,Ohio State,Northwestern,6,21,15,True,True
2018,postseason,1,Syracuse,West Virginia,15,20,34,18,Syracuse,West Virginia,15,20,5,True,True
2018,postseason,1,Michigan,Florida,14,7,15,41,Florida,Michigan,7,14,7,True,True
2018,postseason,1,Clemson,Notre Dame,1,5,30,3,Clemson,Notre Dame,1,5,4,True,True
2018,postseason,1,Alabama,Oklahoma,2,4,45,34,Alabama,Oklahoma,2,4,2,True,True
2018,postseason,1,UCF,LSU,11,6,32,40,LSU,UCF,6,11,5,True,True
2018,postseason,1,Penn State,Kentucky,17,12,24,27,Kentucky,Penn State,12,17,5,True,True
2018,postseason,1,Ohio State,Washington,3,13,28,23,Ohio State,Washington,3,13,10,True,True
2018,postseason,1,Georgia,Texas,7,9,21,28,Texas,Georgia,9,7,2,False,True
2018,postseason,1,Alabama,Clemson,2,1,16,44,Clemson,Alabama,1,2,1,True,True
2019,regular,1,Auburn,Oregon,16,11,27,21,Auburn,Oregon,16,11,5,False,True
2019,regular,2,Clemson,Texas A&M,1,12,24,10,Clemson,Texas A&M,1,12,11,True,False
2019,regular,2,Texas,LSU,9,6,38,45,LSU,Texas,6,9,3,True,False
2019,regular,4,Wisconsin,Michigan,13,11,35,14,Wisconsin,Michigan,13,11,2,False,False
2019,regular,4,Texas A&M,Auburn,17,8,20,28,Auburn,Texas A&M,8,17,9,True,False
2019,regular,4,Georgia,Notre Dame,3,7,23,17,Georgia,Notre Dame,3,7,4,True,False
2019,regular,5,Notre Dame,Virginia,10,18,35,20,Notre Dame,Virginia,10,18,8,True,False
2019,regular,5,Washington,USC,17,21,28,14,Washington,USC,17,21,4,True,False
2019,regular,6,Michigan,Iowa,19,14,10,3,Michigan,Iowa,19,14,5,False,False
2019,regular,6,Florida,Auburn,10,7,24,13,Florida,Auburn,10,7,3,False,False
2019,regular,6,Ohio State,Michigan State,4,25,34,10,Ohio State,Michigan State,4,25,21,True,False
2019,regular,7,Texas,Oklahoma,11,6,27,34,Oklahoma,Texas,6,11,5,True,True
