name,pid,year,mlb_yr,age,role,G,GS,IP,ERA,WHIP,K,BB,HR,K_per_9,BB_per_9,HR_per_9,ER
Derek Lowe,117955,2003,7,30,SP,33,33,203.33,4.47,1.42,110,72,17,4.869,3.187,0.752,101
Derek Lowe,117955,2004,8,31,SP,33,33,182.67,5.42,1.61,105,71,15,5.173,3.498,0.739,110
Derek Lowe,117955,2005,9,32,SP,35,35,222.0,3.61,1.25,146,55,28,5.919,2.23,1.135,89
Derek Lowe,117955,2006,10,33,SP,35,34,218.0,3.63,1.27,123,55,14,5.078,2.271,0.578,88
Derek Lowe,117955,2007,11,34,SP,33,32,199.33,3.88,1.27,147,59,20,6.637,2.664,0.903,86
Derek Lowe,117955,2008,12,35,SP,34,34,211.0,3.24,1.13,147,45,14,6.27,1.919,0.597,76
Derek Lowe,117955,2009,13,36,SP,34,34,194.67,4.67,1.52,111,63,16,5.132,2.913,0.74,101
Derek Lowe,117955,2010,14,37,SP,33,33,193.67,4.0,1.37,136,61,18,6.32,2.835,0.836,86
Derek Lowe,117955,2011,15,38,SP,34,34,187.0,5.05,1.51,137,70,14,6.594,3.369,0.674,105
Derek Lowe,117955,2012,16,39,SP,21,21,119.0,5.52,1.69,41,45,8,3.101,3.403,0.605,73
Derek Lowe,117955,2012,16,39,RP,17,0,23.67,3.04,1.27,14,6,2,5.324,2.282,0.761,8
Derek Lowe,117955,2012,16,39,SP,38,21,142.67,5.11,1.62,55,51,10,3.47,3.217,0.631,81
Derek Lowe,117955,2013,17,40,RP,9,0,13.0,9.0,1.46,8,3,3,5.538,2.077,2.077,13
Roy Halladay,136880,1998,1,21,SP,2,2,14.0,1.93,0.79,13,2,2,8.357,1.286,1.286,3
Roy Halladay,136880,1999,2,22,SP,36,18,149.33,3.92,1.57,82,79,19,4.942,4.761,1.145,65
Roy Halladay,136880,2000,3,23,SP,19,13,67.67,10.64,2.2,44,42,14,5.852,5.586,1.862,80
Roy Halladay,136880,2001,4,24,SP,17,16,105.33,3.16,1.16,96,25,3,8.203,2.136,0.256,37
Roy Halladay,136880,2002,5,25,SP,34,34,239.33,2.93,1.19,168,62,10,6.318,2.331,0.376,78
Roy Halladay,136880,2003,6,26,SP,36,36,266.0,3.25,1.07,204,32,26,6.902,1.083,0.88,96
Roy Halladay,136880,2004,7,27,SP,21,21,133.0,4.2,1.35,95,39,13,6.429,2.639,0.88,62
Roy Halladay,136880,2005,8,28,SP,19,19,141.67,2.41,0.96,108,18,11,6.861,1.144,0.699,38
Roy Halladay,136880,2006,9,29,SP,32,32,220.0,3.19,1.1,132,34,19,5.4,1.391,0.777,78
Roy Halladay,136880,2007,10,30,SP,31,31,225.33,3.71,1.24,139,48,15,5.552,1.917,0.599,93
Roy Halladay,136880,2008,11,31,SP,34,33,246.0,2.78,1.05,206,39,18,7.537,1.427,0.659,76
Roy Halladay,136880,2009,12,32,SP,32,32,239.0,2.79,1.13,208,35,22,7.833,1.318,0.828,74
Roy Halladay,136880,2010,13,33,SP,33,33,250.67,2.44,1.04,219,30,24,7.863,1.077,0.862,68
Roy Halladay,136880,2011,14,34,SP,32,32,233.67,2.35,1.04,220,35,10,8.474,1.348,0.385,61
Roy Halladay,136880,2012,15,35,SP,25,25,156.33,4.49,1.22,132,36,18,7.599,2.072,1.036,78
Roy Halladay,136880,2013,16,36,SP,13,13,62.0,6.82,1.47,51,36,12,7.403,5.226,1.742,47
Roy Oswalt,400061,2001,1,23,SP,28,20,141.67,2.73,1.06,144,24,13,9.148,1.525,0.826,43
Roy Oswalt,400061,2002,2,24,SP,35,34,233.0,3.01,1.19,208,62,17,8.034,2.395,0.657,78
Roy Oswalt,400061,2003,3,25,SP,21,21,127.33,2.97,1.14,108,29,15,7.634,2.05,1.06,42
Roy Oswalt,400061,2004,4,26,SP,36,35,237.0,3.49,1.24,206,62,17,7.823,2.354,0.646,92
Roy Oswalt,400061,2005,5,27,SP,35,35,241.67,2.94,1.2,184,48,18,6.852,1.788,0.67,79
Roy Oswalt,400061,2006,6,28,SP,33,32,220.67,2.98,1.17,166,38,18,6.77,1.55,0.734,73
Roy Oswalt,400061,2007,7,29,SP,33,32,212.0,3.18,1.33,154,60,14,6.538,2.547,0.594,75
Roy Oswalt,400061,2008,8,30,SP,32,32,208.67,3.54,1.18,165,47,23,7.117,2.027,0.992,82
Roy Oswalt,400061,2009,9,31,SP,30,30,181.33,4.12,1.24,138,42,19,6.849,2.085,0.943,83
Roy Oswalt,400061,2010,10,32,SP,20,20,129.0,3.42,1.11,120,34,13,8.372,2.372,0.907,49
Roy Oswalt,400061,2010,10,32,SP,13,12,82.67,1.74,0.9,73,21,6,7.948,2.286,0.653,16
Roy Oswalt,400061,2010,10,32,SP,33,32,211.67,2.76,1.03,193,55,19,8.206,2.339,0.808,65
Roy Oswalt,400061,2011,11,33,SP,23,23,139.0,3.69,1.34,93,33,10,6.022,2.137,0.647,57
Roy Oswalt,400061,2012,12,34,SP,17,9,59.0,5.8,1.53,59,11,11,9.0,1.678,1.678,38
Roy Oswalt,400061,2013,13,35,SP,9,6,32.33,8.63,1.79,34,9,3,9.464,2.505,0.835,31
Joel Pineiro,334492,2000,1,21,RP,8,1,19.33,5.59,1.97,10,13,3,4.655,6.052,1.397,12
Joel Pineiro,334492,2001,2,22,SP,17,11,75.33,2.03,0.94,56,21,2,6.69,2.509,0.239,17
Joel Pineiro,334492,2002,3,23,SP,37,28,194.33,3.24,1.25,136,54,24,6.298,2.501,1.111,70
Joel Pineiro,334492,2003,4,24,SP,32,32,211.67,3.78,1.27,151,76,19,6.42,3.231,0.808,89
Joel Pineiro,334492,2004,5,25,SP,21,21,140.67,4.67,1.33,111,43,21,7.102,2.751,1.344,73
Joel Pineiro,334492,2005,6,26,SP,30,30,189.0,5.62,1.48,107,56,23,5.095,2.667,1.095,118
Joel Pineiro,334492,2006,7,27,SP,40,25,165.67,6.36,1.65,87,64,23,4.726,3.477,1.249,117
Joel Pineiro,334492,2007,8,28,RP,31,0,34.0,5.03,1.62,20,14,3,5.294,3.706,0.794,19
Joel Pineiro,334492,2007,8,28,SP,11,11,63.67,3.96,1.27,40,12,11,5.654,1.696,1.555,28
Joel Pineiro,334492,2007,8,28,RP,42,11,97.67,4.33,1.39,60,26,14,5.529,2.396,1.29,47
Joel Pineiro,334492,2008,9,29,SP,26,25,148.67,5.15,1.45,81,35,22,4.904,2.119,1.332,85
Joel Pineiro,334492,2009,10,30,SP,32,32,214.0,3.49,1.14,105,27,11,4.416,1.136,0.463,83
Joel Pineiro,334492,2010,11,31,SP,23,23,152.33,3.84,1.24,92,34,15,5.435,2.009,0.886,65
Joel Pineiro,334492,2011,12,32,SP,27,24,145.67,5.13,1.51,62,38,16,3.831,2.348,0.989,83
Rodrigo Lopez,150438,2000,1,24,SP,6,6,24.67,8.76,2.15,17,13,5,6.203,4.743,1.824,24
Rodrigo Lopez,150438,2002,3,26,SP,33,28,196.67,3.57,1.19,136,62,23,6.224,2.837,1.053,78
Rodrigo Lopez,150438,2003,4,27,SP,26,26,147.0,5.82,1.57,103,43,24,6.306,2.633,1.469,95
Rodrigo Lopez,150438,2004,5,28,SP,37,23,170.67,3.59,1.28,121,54,21,6.381,2.848,1.107,68
Rodrigo Lopez,150438,2005,6,29,SP,35,35,209.33,4.9,1.41,118,63,28,5.073,2.709,1.204,114
Rodrigo Lopez,150438,2006,7,30,SP,36,29,189.0,5.9,1.55,136,59,32,6.476,2.81,1.524,124
Rodrigo Lopez,150438,2007,8,31,SP,14,14,79.33,4.42,1.31,43,21,11,4.878,2.382,1.248,39
Rodrigo Lopez,150438,2009,10,33,SP,7,5,30.0,5.7,1.77,19,11,3,5.7,3.3,0.9,19
Rodrigo Lopez,150438,2010,11,34,SP,33,33,200.0,5.0,1.42,116,56,37,5.22,2.52,1.665,111
Rodrigo Lopez,150438,2011,12,35,SP,26,16,97.67,4.42,1.48,54,29,18,4.976,2.672,1.659,48
Mark Redman,150230,1999,1,25,RP,5,1,12.67,8.53,1.89,11,7,3,7.816,4.974,2.132,12
Mark Redman,150230,2000,2,26,SP,32,24,151.33,4.76,1.41,117,45,22,6.958,2.676,1.308,80
Mark Redman,150230,2001,3,27,SP,9,9,49.0,4.22,1.55,29,19,6,5.327,3.49,1.102,23
Mark Redman,150230,2001,3,27,SP,11,11,58.0,4.5,1.57,33,23,7,5.121,3.569,1.086,29
Mark Redman,150230,2002,4,28,SP,30,30,203.0,4.21,1.29,109,51,15,4.833,2.261,0.665,95
Mark Redman,150230,2003,5,29,SP,29,29,190.67,3.59,1.22,151,61,16,7.128,2.879,0.755,76
Mark Redman,150230,2004,6,30,SP,32,32,191.0,4.71,1.5,102,68,28,4.806,3.204,1.319,100
Mark Redman,150230,2005,7,31,SP,30,30,178.33,4.9,1.37,101,56,18,5.097,2.826,0.908,97
Mark Redman,150230,2006,8,32,SP,29,29,167.0,5.71,1.59,76,63,19,4.096,3.395,1.024,106
Mark Redman,150230,2007,9,33,SP,6,5,21.67,11.63,2.26,13,11,4,5.4,4.569,1.662,28
Mark Redman,150230,2007,9,33,SP,5,3,19.67,3.2,1.37,14,6,2,6.407,2.746,0.915,7
Mark Redman,150230,2007,9,33,SP,11,8,41.33,7.62,1.84,27,17,6,5.879,3.702,1.306,35
Mark Redman,150230,2008,10,34,SP,10,9,45.33,7.54,1.7,20,16,7,3.971,3.176,1.39,38
Kyle Lohse,346798,2001,1,22,SP,19,16,90.33,5.68,1.45,64,29,16,6.376,2.889,1.594,57
Kyle Lohse,346798,2002,2,23,SP,32,31,180.67,4.23,1.39,124,70,26,6.177,3.487,1.295,85
Kyle Lohse,346798,2003,3,24,SP,33,33,201.0,4.61,1.27,130,45,28,5.821,2.015,1.254,103
Kyle Lohse,346798,2004,4,25,SP,35,34,194.0,5.34,1.63,111,76,28,5.149,3.526,1.299,115
Kyle Lohse,346798,2005,5,26,SP,31,30,178.67,4.18,1.43,86,44,22,4.332,2.216,1.108,83
Kyle Lohse,346798,2006,6,27,RP,22,8,63.67,7.07,1.65,46,25,8,6.503,3.534,1.131,50
Kyle Lohse,346798,2006,6,27,SP,12,11,63.0,4.57,1.41,51,19,7,7.286,2.714,1.0,32
Kyle Lohse,346798,2006,6,27,SP,34,19,126.67,5.83,1.53,97,44,15,6.892,3.126,1.066,82
Kyle Lohse,346798,2007,7,28,SP,21,21,131.67,4.58,1.34,80,33,16,5.468,2.256,1.094,67
Kyle Lohse,346798,2007,7,28,SP,13,11,61.0,4.72,1.44,42,24,6,6.197,3.541,0.885,32
Kyle Lohse,346798,2007,7,28,SP,34,32,192.67,4.62,1.37,122,57,22,5.699,2.663,1.028,99
Kyle Lohse,346798,2008,8,29,SP,33,33,200.0,3.78,1.3,119,49,18,5.355,2.205,0.81,84
Kyle Lohse,346798,2009,9,30,SP,23,22,117.67,4.74,1.37,77,36,16,5.89,2.754,1.224,62
Kyle Lohse,346798,2010,10,31,SP,18,18,92.0,6.55,1.78,54,35,9,5.283,3.424,0.88,67
Kyle Lohse,346798,2011,11,32,SP,30,30,188.33,3.39,1.17,111,42,16,5.304,2.007,0.765,71
Kyle Lohse,346798,2012,12,33,SP,33,33,211.0,2.86,1.09,143,38,19,6.1,1.621,0.81,67
Kyle Lohse,346798,2013,13,34,SP,32,32,198.67,3.35,1.17,125,36,26,5.663,1.631,1.178,74
Kyle Lohse,346798,2014,14,35,SP,31,31,198.33,3.54,1.15,141,45,22,6.398,2.042,0.998,78
Kyle Lohse,346798,2015,15,36,SP,37,22,152.33,5.85,1.46,108,43,29,6.381,2.54,1.713,99
Miguel Batista,110683,1996,5,25,RP,9,0,11.33,5.56,1.41,6,7,0,4.765,5.559,0.0,7
Miguel Batista,110683,1997,6,26,SP,11,6,36.33,5.7,1.65,27,24,4,6.688,5.945,0.991,23
Miguel Batista,110683,1998,7,27,RP,56,13,135.0,3.8,1.53,92,65,12,6.133,4.333,0.8,57
Miguel Batista,110683,1999,8,28,RP,39,17,134.67,4.88,1.51,95,58,10,6.349,3.876,0.668,73
Miguel Batista,110683,2000,9,29,SP,14,9,57.0,7.74,1.75,30,34,17,4.737,5.368,2.684,49
Miguel Batista,110683,2000,9,29,SP,18,9,65.33,8.54,1.87,37,37,19,5.097,5.097,2.617,62
Miguel Batista,110683,2001,10,30,RP,48,18,139.33,3.36,1.24,90,60,13,5.813,3.876,0.84,52
Miguel Batista,110683,2002,11,31,SP,36,29,184.67,4.29,1.31,112,70,12,5.458,3.412,0.585,88
Miguel Batista,110683,2003,12,32,SP,36,29,193.33,3.54,1.33,142,60,13,6.61,2.793,0.605,76
Miguel Batista,110683,2004,13,33,SP,38,31,198.67,4.8,1.52,104,96,22,4.711,4.349,0.997,106
Miguel Batista,110683,2005,14,34,RP,71,0,74.67,4.1,1.43,54,27,9,6.509,3.254,1.085,34
Miguel Batista,110683,2006,15,35,SP,34,33,206.33,4.58,1.53,110,84,18,4.798,3.664,0.785,105
Miguel Batista,110683,2007,16,36,SP,33,32,193.0,4.29,1.52,133,85,18,6.202,3.964,0.839,92
Miguel Batista,110683,2008,17,37,RP,44,20,115.0,6.26,1.86,73,79,19,5.713,6.183,1.487,80
Miguel Batista,110683,2009,18,38,RP,56,0,71.33,4.04,1.65,52,39,7,6.561,4.921,0.883,32
Miguel Batista,110683,2010,19,39,RP,58,1,82.67,3.7,1.33,55,39,9,5.988,4.246,0.98,34
Miguel Batista,110683,2011,20,40,RP,26,1,29.33,4.6,1.57,16,19,2,4.909,5.83,0.614,15
Miguel Batista,110683,2011,20,40,RP,9,4,30.67,2.64,1.17,15,14,0,4.402,4.109,0.0,9
Miguel Batista,110683,2011,20,40,RP,35,5,60.0,3.6,1.37,31,33,2,4.65,4.95,0.3,24
Miguel Batista,110683,2012,21,41,RP,30,5,46.67,4.82,1.8,34,31,5,6.557,5.979,0.964,25
Miguel Batista,110683,2012,21,41,RP,35,5,52.67,4.61,1.73,36,33,6,6.152,5.639,1.025,27
Josh Fogg,150319,2001,1,24,RP,11,0,13.33,2.03,0.98,17,3,0,11.475,2.025,0.0,3
Josh Fogg,150319,2002,2,25,SP,33,33,194.33,4.35,1.38,113,69,28,5.233,3.196,1.297,94
Josh Fogg,150319,2003,3,26,SP,26,26,142.0,5.26,1.45,71,40,22,4.5,2.535,1.394,83
Josh Fogg,150319,2004,4,27,SP,32,32,178.33,4.64,1.45,82,66,17,4.138,3.331,0.858,92
Josh Fogg,150319,2005,5,28,SP,34,28,169.33,5.05,1.47,85,53,27,4.518,2.817,1.435,95
Josh Fogg,150319,2006,6,29,SP,31,31,172.0,5.49,1.55,93,60,24,4.866,3.14,1.256,105
Josh Fogg,150319,2007,7,30,SP,30,29,165.67,4.94,1.53,94,59,23,5.107,3.205,1.249,91
Josh Fogg,150319,2008,8,31,SP,22,14,78.33,7.58,1.58,45,27,17,5.17,3.102,1.953,66
Josh Fogg,150319,2009,9,32,RP,24,1,45.67,3.74,1.14,27,20,7,5.321,3.942,1.38,19
Jon Garland,279782,2000,1,20,SP,15,13,69.67,6.46,1.75,42,40,10,5.426,5.167,1.292,50
Jon Garland,279782,2001,2,21,RP,35,16,117.0,3.69,1.52,61,55,16,4.692,4.231,1.231,48
Jon Garland,279782,2002,3,22,SP,33,33,192.67,4.58,1.41,112,83,23,5.232,3.877,1.074,98
Jon Garland,279782,2003,4,23,SP,32,32,191.67,4.51,1.37,108,74,28,5.071,3.475,1.315,96
Jon Garland,279782,2004,5,24,SP,34,33,217.0,4.89,1.38,113,76,34,4.687,3.152,1.41,118
Jon Garland,279782,2005,6,25,SP,32,32,221.0,3.5,1.17,115,47,26,4.683,1.914,1.059,86
Jon Garland,279782,2006,7,26,SP,33,32,211.33,4.51,1.36,112,41,26,4.77,1.746,1.107,106
Jon Garland,279782,2007,8,27,SP,32,32,208.33,4.23,1.32,98,57,19,4.234,2.462,0.821,98
Jon Garland,279782,2008,9,28,SP,32,32,196.67,4.9,1.51,90,59,23,4.119,2.7,1.053,107
Jon Garland,279782,2009,10,29,SP,27,27,167.67,4.29,1.43,83,52,19,4.455,2.791,1.02,80
Jon Garland,279782,2009,10,29,SP,6,6,36.33,2.72,1.27,26,9,4,6.44,2.229,0.991,11
Jon Garland,279782,2009,10,29,SP,33,33,204.0,4.01,1.4,109,61,23,4.809,2.691,1.015,91
Jon Garland,279782,2010,11,30,SP,33,33,200.0,3.47,1.32,136,87,20,6.12,3.915,0.9,77
Jon Garland,279782,2011,12,31,SP,9,9,54.0,4.33,1.39,28,20,6,4.667,3.333,1.0,26
Jon Garland,279782,2013,14,33,SP,12,12,68.0,5.82,1.59,32,23,9,4.235,3.044,1.191,44
Brandon Webb,425630,2003,1,24,SP,29,28,180.67,2.84,1.15,172,68,12,8.568,3.387,0.598,57
Brandon Webb,425630,2004,2,25,SP,35,35,208.0,3.59,1.5,164,119,17,7.096,5.149,0.736,83
Brandon Webb,425630,2005,3,26,SP,33,33,229.0,3.54,1.26,172,59,21,6.76,2.319,0.825,90
Brandon Webb,425630,2006,4,27,SP,33,33,235.0,3.1,1.13,178,50,15,6.817,1.915,0.574,81
Brandon Webb,425630,2007,5,28,SP,34,34,236.33,3.01,1.19,194,72,12,7.388,2.742,0.457,79
Brandon Webb,425630,2008,6,29,SP,34,34,226.67,3.3,1.2,183,65,13,7.266,2.581,0.516,83
Carlos Zambrano,407296,2002,2,21,SP,32,16,108.33,3.66,1.45,93,63,9,7.726,5.234,0.748,44
Carlos Zambrano,407296,2003,3,22,SP,32,32,214.0,3.11,1.32,168,94,9,7.065,3.953,0.379,74
Carlos Zambrano,407296,2004,4,23,SP,31,31,209.67,2.75,1.22,188,81,14,8.07,3.477,0.601,64
Carlos Zambrano,407296,2005,5,24,SP,33,33,223.33,3.26,1.15,202,86,21,8.14,3.466,0.846,81
Carlos Zambrano,407296,2006,6,25,SP,33,33,214.0,3.41,1.29,210,115,20,8.832,4.836,0.841,81
Carlos Zambrano,407296,2007,7,26,SP,34,34,216.33,3.95,1.33,177,101,23,7.364,4.202,0.957,95
Carlos Zambrano,407296,2008,8,27,SP,30,30,188.67,3.91,1.29,130,72,18,6.201,3.435,0.859,82
Carlos Zambrano,407296,2009,9,28,SP,28,28,169.33,3.77,1.38,152,78,10,8.079,4.146,0.531,71
Carlos Zambrano,407296,2010,10,29,SP,36,20,129.67,3.33,1.45,117,69,7,8.121,4.789,0.486,48
Carlos Zambrano,407296,2011,11,30,SP,24,24,145.67,4.82,1.44,101,56,19,6.24,3.46,1.174,78
Carlos Zambrano,407296,2012,12,31,SP,35,20,132.33,4.49,1.5,95,75,9,6.461,5.101,0.612,66
Ryan Franklin,211041,1999,1,26,RP,6,0,11.33,4.76,1.59,6,8,2,4.765,6.353,1.588,6
Ryan Franklin,211041,2001,3,28,RP,38,0,78.33,3.56,1.28,60,24,13,6.894,2.757,1.494,31
Ryan Franklin,211041,2002,4,29,RP,41,12,118.67,4.02,1.17,65,22,14,4.93,1.669,1.062,53
Ryan Franklin,211041,2003,5,30,SP,32,32,212.0,3.57,1.23,99,61,34,4.203,2.59,1.443,84
Ryan Franklin,211041,2004,6,31,SP,32,32,200.33,4.9,1.42,104,61,33,4.672,2.74,1.483,109
Ryan Franklin,211041,2005,7,32,SP,32,30,190.67,5.1,1.44,93,62,28,4.39,2.927,1.322,108
Ryan Franklin,211041,2006,8,33,RP,46,0,53.0,4.58,1.43,25,17,10,4.245,2.887,1.698,27
Ryan Franklin,211041,2006,8,33,RP,20,0,24.33,4.44,1.77,18,16,3,6.658,5.918,1.11,12
Ryan Franklin,211041,2006,8,33,RP,66,0,77.33,4.54,1.54,43,33,13,5.004,3.841,1.513,39
Ryan Franklin,211041,2007,9,34,RP,69,0,80.0,3.04,1.01,44,11,8,4.95,1.238,0.9,27
Ryan Franklin,211041,2008,10,35,RP,74,0,78.67,3.55,1.47,51,30,10,5.835,3.432,1.144,31
Ryan Franklin,211041,2009,11,36,RP,62,0,61.0,1.92,1.2,44,24,2,6.492,3.541,0.295,13
Ryan Franklin,211041,2010,12,37,RP,59,0,65.0,3.46,1.03,42,10,7,5.815,1.385,0.969,25
Ryan Franklin,211041,2011,13,38,RP,21,0,27.67,8.46,1.84,17,7,9,5.53,2.277,2.928,26
Jake Peavy,408241,2002,1,21,SP,17,17,97.67,4.52,1.42,90,33,11,8.294,3.041,1.014,49
Jake Peavy,408241,2003,2,22,SP,32,32,194.67,4.11,1.31,156,82,33,7.212,3.791,1.526,89
Jake Peavy,408241,2004,3,23,SP,27,27,166.33,2.27,1.2,173,53,13,9.361,2.868,0.703,42
Jake Peavy,408241,2005,4,24,SP,30,30,203.0,2.88,1.04,216,50,18,9.576,2.217,0.798,65
Jake Peavy,408241,2006,5,25,SP,32,32,202.33,4.09,1.23,215,62,23,9.563,2.758,1.023,92
Jake Peavy,408241,2007,6,26,SP,34,34,223.33,2.54,1.06,240,68,13,9.672,2.74,0.524,63
Jake Peavy,408241,2008,7,27,SP,27,27,173.67,2.85,1.18,166,59,17,8.603,3.058,0.881,55
Jake Peavy,408241,2009,8,28,SP,13,13,81.67,3.97,1.19,92,28,7,10.139,3.086,0.771,36
Jake Peavy,408241,2009,8,28,SP,3,3,20.0,1.35,0.85,18,6,1,8.1,2.7,0.45,3
Jake Peavy,408241,2009,8,28,SP,16,16,101.67,3.45,1.12,110,34,8,9.738,3.01,0.708,39
Jake Peavy,408241,2010,9,29,SP,17,17,107.0,4.63,1.23,93,34,13,7.822,2.86,1.093,55
Jake Peavy,408241,2011,10,30,SP,19,18,111.67,4.92,1.26,95,24,10,7.657,1.934,0.806,61
Jake Peavy,408241,2012,11,31,SP,32,32,219.0,3.37,1.1,194,49,27,7.973,2.014,1.11,82
Jake Peavy,408241,2013,12,32,SP,13,13,80.0,4.28,1.14,76,17,14,8.55,1.913,1.575,38
Jake Peavy,408241,2013,12,32,SP,10,10,64.67,4.04,1.16,45,19,6,6.263,2.644,0.835,29
Jake Peavy,408241,2013,12,32,SP,23,23,144.67,4.17,1.15,121,36,20,7.528,2.24,1.244,67
Jake Peavy,408241,2014,13,33,SP,20,20,124.0,4.72,1.43,100,46,20,7.258,3.339,1.452,65
Jake Peavy,408241,2014,13,33,SP,12,12,78.67,2.17,1.04,58,17,3,6.636,1.945,0.343,19
Jake Peavy,408241,2014,13,33,SP,32,32,202.67,3.73,1.28,158,63,23,7.016,2.798,1.021,84
Jake Peavy,408241,2015,14,34,SP,19,19,110.67,3.58,1.12,78,25,12,6.343,2.033,0.976,44
Jake Peavy,408241,2016,15,35,SP,31,21,118.67,5.54,1.43,102,36,18,7.736,2.73,1.365,73
Carl Pavano,134321,1998,1,22,SP,24,23,134.67,4.21,1.28,83,43,18,5.547,2.874,1.203,63
Carl Pavano,134321,1999,2,23,SP,19,18,104.0,5.63,1.46,70,35,8,6.058,3.029,0.692,65
Carl Pavano,134321,2000,3,24,SP,15,15,97.0,3.06,1.27,64,34,8,5.938,3.155,0.742,33
Carl Pavano,134321,2001,4,25,SP,8,8,42.67,6.33,1.76,36,16,7,7.594,3.375,1.477,30
Carl Pavano,134321,2002,5,26,SP,15,14,74.33,6.3,1.74,51,31,14,6.175,3.753,1.695,52
Carl Pavano,134321,2002,5,26,RP,22,8,61.67,3.79,1.46,41,14,5,5.984,2.043,0.73,26
Carl Pavano,134321,2002,5,26,SP,37,22,136.0,5.16,1.61,92,45,19,6.088,2.978,1.257,78
Carl Pavano,134321,2003,6,27,SP,33,32,201.0,4.3,1.26,133,49,19,5.955,2.194,0.851,96
Carl Pavano,134321,2004,7,28,SP,31,31,222.33,3.0,1.17,139,49,16,5.627,1.984,0.648,74
Carl Pavano,134321,2005,8,29,SP,17,17,100.0,4.77,1.47,56,18,17,5.04,1.62,1.53,53
Carl Pavano,134321,2007,10,31,SP,2,2,11.33,4.76,1.24,4,2,1,3.176,1.588,0.794,6
Carl Pavano,134321,2008,11,32,SP,7,7,34.33,5.77,1.49,15,10,5,3.932,2.621,1.311,22
Carl Pavano,134321,2009,12,33,SP,21,21,125.67,5.37,1.38,88,23,19,6.302,1.647,1.361,75
Carl Pavano,134321,2009,12,33,SP,12,12,73.67,4.64,1.37,59,16,7,7.208,1.955,0.855,38
Carl Pavano,134321,2009,12,33,SP,33,33,199.33,5.1,1.37,147,39,26,6.637,1.761,1.174,113
Carl Pavano,134321,2010,13,34,SP,32,32,221.0,3.75,1.19,117,37,24,4.765,1.507,0.977,92
Carl Pavano,134321,2011,14,35,SP,33,33,222.0,4.3,1.36,102,40,23,4.135,1.622,0.932,106
Carl Pavano,134321,2012,15,36,SP,11,11,63.0,6.0,1.4,33,8,9,4.714,1.143,1.286,42
Ted Lilly,150404,1999,1,23,RP,9,3,23.67,7.61,1.65,28,9,7,10.648,3.423,2.662,20
Ted Lilly,150404,2001,3,25,SP,26,21,120.67,5.37,1.47,112,51,20,8.354,3.804,1.492,72
Ted Lilly,150404,2002,4,26,SP,16,11,76.67,3.4,1.06,59,24,10,6.926,2.817,1.174,29
Ted Lilly,150404,2002,4,26,SP,6,5,23.33,4.63,1.29,18,7,5,6.943,2.7,1.929,12
Ted Lilly,150404,2002,4,26,SP,22,16,100.0,3.69,1.11,77,31,15,6.93,2.79,1.35,41
Ted Lilly,150404,2003,5,27,SP,32,31,178.33,4.34,1.33,147,58,24,7.419,2.927,1.211,86
Ted Lilly,150404,2004,6,28,SP,32,32,197.33,4.06,1.32,168,89,26,7.662,4.059,1.186,89
Ted Lilly,150404,2005,7,29,SP,25,25,126.33,5.56,1.53,96,58,23,6.839,4.132,1.639,78
Ted Lilly,150404,2006,8,30,SP,32,32,181.67,4.31,1.43,160,81,28,7.927,4.013,1.387,87
Ted Lilly,150404,2007,9,31,SP,34,34,207.0,3.83,1.14,174,55,28,7.565,2.391,1.217,88
Ted Lilly,150404,2008,10,32,SP,34,34,204.67,4.09,1.23,184,64,32,8.091,2.814,1.407,93
Ted Lilly,150404,2009,11,33,SP,27,27,177.0,3.1,1.06,151,36,22,7.678,1.831,1.119,61
Ted Lilly,150404,2010,12,34,SP,18,18,117.0,3.69,1.14,89,29,19,6.846,2.231,1.462,48
Ted Lilly,150404,2010,12,34,SP,12,12,76.67,3.52,0.99,77,15,13,9.039,1.761,1.526,30
Ted Lilly,150404,2010,12,34,SP,30,30,193.67,3.62,1.08,166,44,32,7.714,2.045,1.487,78
Ted Lilly,150404,2011,13,35,SP,33,33,192.67,3.97,1.16,158,51,28,7.381,2.382,1.308,85
Ted Lilly,150404,2012,14,36,SP,8,8,48.67,3.14,1.13,31,19,3,5.733,3.514,0.555,17
Ted Lilly,150404,2013,15,37,SP,5,5,23.0,5.09,1.61,18,10,4,7.043,3.913,1.565,13
Brett Myers,408206,2002,1,21,SP,12,12,72.0,4.25,1.42,34,29,11,4.25,3.625,1.375,34
Brett Myers,408206,2003,2,22,SP,32,32,193.0,4.43,1.46,143,76,20,6.668,3.544,0.933,95
Brett Myers,408206,2004,3,23,SP,32,31,176.0,5.52,1.47,116,62,31,5.932,3.17,1.585,108
Brett Myers,408206,2005,4,24,SP,34,34,215.33,3.72,1.21,208,68,31,8.693,2.842,1.296,89
Brett Myers,408206,2006,5,25,SP,31,31,198.0,3.91,1.3,189,63,29,8.591,2.864,1.318,86
Brett Myers,408206,2007,6,26,RP,51,3,68.67,4.33,1.28,83,27,9,10.879,3.539,1.18,33
Brett Myers,408206,2008,7,27,SP,30,30,190.0,4.55,1.38,163,65,29,7.721,3.079,1.374,96
Brett Myers,408206,2009,8,28,SP,18,10,70.67,4.84,1.37,50,23,18,6.368,2.929,2.292,38
Brett Myers,408206,2010,9,29,SP,33,33,223.67,3.14,1.24,180,66,20,7.243,2.656,0.805,78
Brett Myers,408206,2011,10,30,SP,34,33,216.0,4.46,1.31,160,57,31,6.667,2.375,1.292,107
