year,team_id,team,IP,K,BB,HR,ER,R,ERA,WHIP
1998,140,Texas Rangers,1431.33,994,519,164,794,871,4.99,1.5
1998,115,Colorado Rockies,1432.67,951,562,174,796,855,5.0,1.5
1998,118,Kansas City Royals,1436.33,999,568,196,822,899,5.15,1.5
1998,146,Florida Marlins,1449.67,1016,715,182,834,923,5.18,1.61
1998,145,Chicago White Sox,1438.67,911,580,211,835,931,5.22,1.49
1999,144,Atlanta Braves,1471.0,1197,507,142,593,661,3.63,1.3
1999,109,Arizona Diamondbacks,1467.33,1198,543,176,615,676,3.77,1.32
1999,117,Houston Astros,1458.67,1204,478,128,620,675,3.83,1.35
1999,113,Cincinnati Reds,1462.0,1081,636,190,647,711,3.98,1.33
1999,111,Boston Red Sox,1436.67,1131,469,160,638,718,4.0,1.3
1999,147,New York Yankees,1439.67,1111,581,158,661,731,4.13,1.38
1999,121,New York Mets,1456.67,1172,617,167,691,711,4.27,1.37
1999,134,Pittsburgh Pirates,1433.33,1083,633,160,689,782,4.33,1.45
1999,119,Los Angeles Dodgers,1453.0,1077,594,192,718,787,4.45,1.4
1999,135,San Diego Padres,1420.33,1078,529,193,705,781,4.47,1.4
1999,133,Oakland Athletics,1438.33,967,569,160,750,846,4.69,1.46
1999,120,Montreal Expos,1434.33,1043,572,152,748,853,4.69,1.45
1999,137,San Francisco Giants,1456.33,1076,655,194,762,831,4.71,1.47
1999,138,St. Louis Cardinals,1445.33,1025,667,161,761,838,4.74,1.51
1999,110,Baltimore Orioles,1435.0,982,647,198,760,815,4.77,1.47
1999,108,Anaheim Angels,1431.33,877,624,177,762,826,4.79,1.46
1999,114,Cleveland Indians,1450.33,1120,634,197,788,860,4.89,1.47
1999,146,Florida Marlins,1435.67,943,655,171,781,852,4.9,1.54
1999,145,Chicago White Sox,1438.33,968,596,210,786,870,4.92,1.53
1999,141,Toronto Blue Jays,1439.0,1009,575,191,787,862,4.92,1.5
1999,143,Philadelphia Phillies,1438.33,1030,627,212,787,846,4.92,1.47
1999,142,Minnesota Twins,1423.33,927,487,208,791,845,5.0,1.46
1999,139,Tampa Bay Devil Rays,1433.0,1055,695,172,805,913,5.06,1.61
1999,140,Texas Rangers,1436.33,979,509,186,809,859,5.07,1.49
1999,158,Milwaukee Brewers,1442.67,987,616,213,813,886,5.07,1.55
1999,116,Detroit Tigers,1421.0,976,583,209,817,882,5.17,1.49
1999,136,Seattle Mariners,1433.67,980,684,191,834,905,5.24,1.6
1999,112,Chicago Cubs,1430.67,980,529,221,837,920,5.27,1.5
1999,118,Kansas City Royals,1420.67,831,643,202,844,921,5.35,1.58
1999,115,Colorado Rockies,1429.0,1032,737,237,955,1028,6.01,1.71
2000,144,Atlanta Braves,1440.33,1093,484,165,648,714,4.05,1.33
2000,119,Los Angeles Dodgers,1445.0,1154,600,176,659,729,4.1,1.37
2000,121,New York Mets,1450.0,1164,574,164,670,738,4.16,1.36
2000,137,San Francisco Giants,1444.33,1076,623,151,675,747,4.21,1.44
2000,111,Boston Red Sox,1452.67,1121,498,173,683,745,4.23,1.33
2000,113,Cincinnati Reds,1456.33,1015,659,190,700,765,4.33,1.45
2000,109,Arizona Diamondbacks,1443.67,1220,500,190,699,754,4.36,1.34
2000,138,St. Louis Cardinals,1433.67,1100,606,196,698,771,4.38,1.4
2000,136,Seattle Mariners,1441.67,998,634,167,720,780,4.49,1.44
2000,135,San Diego Padres,1459.33,1071,649,191,733,815,4.52,1.43
2000,133,Oakland Athletics,1435.33,963,615,158,730,813,4.58,1.5
2000,146,Florida Marlins,1429.67,1051,650,169,729,797,4.59,1.49
2000,158,Milwaukee Brewers,1466.33,967,728,174,755,826,4.63,1.52
2000,145,Chicago White Sox,1450.33,1037,614,195,752,839,4.67,1.46
2000,116,Detroit Tigers,1443.33,978,496,177,756,827,4.71,1.44
2000,147,New York Yankees,1424.33,1040,577,177,753,814,4.76,1.43
2000,143,Philadelphia Phillies,1438.67,1123,640,201,763,830,4.77,1.46
2000,114,Cleveland Indians,1442.33,1213,666,173,775,816,4.84,1.51
2000,139,Tampa Bay Devil Rays,1431.33,955,533,198,773,842,4.86,1.46
2000,134,Pittsburgh Pirates,1449.0,1070,711,163,795,888,4.94,1.56
2000,108,Anaheim Angels,1448.0,846,662,228,805,869,5.0,1.52
2000,120,Montreal Expos,1424.67,1011,579,181,813,902,5.14,1.51
2000,141,Toronto Blue Jays,1437.33,978,560,195,823,908,5.15,1.51
2000,142,Minnesota Twins,1432.67,1042,516,212,821,880,5.16,1.5
2000,112,Chicago Cubs,1454.67,1143,658,231,849,904,5.25,1.49
2000,115,Colorado Rockies,1430.0,1001,588,221,836,897,5.26,1.51
2000,110,Baltimore Orioles,1433.33,1017,665,202,855,913,5.37,1.54
2000,117,Houston Astros,1437.67,1064,598,234,865,944,5.42,1.53
2000,118,Kansas City Royals,1439.33,927,693,239,876,930,5.48,1.58
2000,140,Texas Rangers,1429.0,918,661,202,876,974,5.52,1.64
2001,136,Seattle Mariners,1465.0,1051,465,160,576,627,3.54,1.2
2001,133,Oakland Athletics,1463.33,1117,440,153,583,645,3.59,1.25
2001,144,Atlanta Braves,1447.33,1133,499,153,578,643,3.59,1.29
2001,109,Arizona Diamondbacks,1459.67,1297,461,195,627,677,3.87,1.24
2001,138,St. Louis Cardinals,1435.33,1083,526,196,627,684,3.93,1.33
2001,147,New York Yankees,1451.33,1266,465,158,649,713,4.02,1.31
2001,112,Chicago Cubs,1437.0,1344,550,164,643,701,4.03,1.33
2001,121,New York Mets,1445.67,1191,438,186,654,713,4.07,1.28
2001,111,Boston Red Sox,1448.0,1259,544,146,667,745,4.15,1.35
2001,143,Philadelphia Phillies,1445.33,1086,527,170,667,719,4.15,1.35
2001,137,San Francisco Giants,1463.33,1080,579,145,680,748,4.18,1.38
2001,108,Anaheim Angels,1437.67,947,525,168,671,730,4.2,1.38
2001,119,Los Angeles Dodgers,1450.67,1212,524,184,685,744,4.25,1.32
2001,141,Toronto Blue Jays,1462.67,1041,490,165,696,753,4.28,1.4
2001,146,Florida Marlins,1438.0,1119,617,151,691,744,4.32,1.4
2001,117,Houston Astros,1454.67,1228,486,221,709,769,4.39,1.33
2001,142,Minnesota Twins,1441.33,965,445,192,722,766,4.51,1.35
2001,135,San Diego Padres,1440.67,1088,476,219,724,812,4.52,1.38
2001,145,Chicago White Sox,1433.33,921,500,181,725,795,4.55,1.37
2001,158,Milwaukee Brewers,1436.33,1057,667,197,740,806,4.64,1.48
2001,114,Cleveland Indians,1446.67,1218,573,148,746,821,4.64,1.44
2001,110,Baltimore Orioles,1432.33,938,528,194,744,829,4.67,1.42
2001,120,Montreal Expos,1431.33,1103,525,190,745,812,4.68,1.42
2001,113,Cincinnati Reds,1442.67,943,515,198,765,850,4.77,1.45
2001,118,Kansas City Royals,1440.0,911,576,209,779,858,4.87,1.47
2001,139,Tampa Bay Devil Rays,1423.67,1030,569,207,780,887,4.93,1.46
2001,116,Detroit Tigers,1429.33,859,553,180,795,876,5.01,1.52
2001,134,Pittsburgh Pirates,1416.33,908,549,167,794,858,5.05,1.44
2001,115,Colorado Rockies,1430.0,1058,598,239,841,906,5.29,1.48
2001,140,Texas Rangers,1438.33,951,596,222,913,968,5.71,1.58
2002,144,Atlanta Braves,1467.33,1058,554,123,511,565,3.13,1.26
2002,137,San Francisco Giants,1437.33,992,523,116,566,616,3.54,1.3
2002,133,Oakland Athletics,1452.0,1021,474,135,593,654,3.68,1.28
2002,108,Anaheim Angels,1452.33,999,509,169,595,644,3.69,1.28
2002,119,Los Angeles Dodgers,1457.67,1132,555,165,598,643,3.69,1.28
2002,138,St. Louis Cardinals,1446.33,1009,547,141,595,648,3.7,1.32
2002,111,Boston Red Sox,1446.0,1157,430,146,603,665,3.75,1.22
2002,147,New York Yankees,1452.0,1135,403,144,625,697,3.87,1.27
2002,121,New York Mets,1442.67,1107,543,163,626,703,3.91,1.35
2002,109,Arizona Diamondbacks,1446.67,1303,421,170,631,674,3.93,1.23
2002,120,Montreal Expos,1453.0,1088,508,165,642,718,3.98,1.36
2002,117,Houston Astros,1445.0,1219,546,151,642,695,4.0,1.36
2002,136,Seattle Mariners,1445.33,1063,441,178,654,699,4.07,1.29
2002,142,Minnesota Twins,1444.67,1026,439,184,662,712,4.12,1.31
2002,143,Philadelphia Phillies,1449.67,1075,570,153,671,724,4.17,1.35
2002,134,Pittsburgh Pirates,1412.67,920,572,163,664,730,4.23,1.43
2002,113,Cincinnati Reds,1453.67,980,550,173,690,774,4.27,1.41
2002,112,Chicago Cubs,1441.33,1333,606,167,687,759,4.29,1.37
2002,146,Florida Marlins,1456.33,1104,631,151,706,763,4.36,1.43
2002,110,Baltimore Orioles,1450.67,967,549,208,719,773,4.46,1.41
2002,145,Chicago White Sox,1423.0,945,528,190,716,798,4.53,1.37
2002,135,San Diego Padres,1436.33,1108,582,177,740,815,4.64,1.46
2002,158,Milwaukee Brewers,1432.33,1026,666,199,752,821,4.73,1.49
2002,141,Toronto Blue Jays,1438.33,991,590,177,767,828,4.8,1.46
2002,114,Cleveland Indians,1424.67,1058,603,142,777,837,4.91,1.48
2002,116,Detroit Tigers,1414.0,794,463,163,773,864,4.92,1.45
2002,140,Texas Rangers,1439.67,1030,669,194,825,882,5.16,1.53
2002,115,Colorado Rockies,1426.67,920,582,225,825,898,5.2,1.5
2002,118,Kansas City Royals,1441.0,909,572,212,834,891,5.21,1.5
2002,139,Tampa Bay Devil Rays,1440.33,925,620,215,846,918,5.29,1.52
2003,119,Los Angeles Dodgers,1457.67,1289,526,127,511,556,3.16,1.22
2003,133,Oakland Athletics,1441.67,1018,499,140,582,643,3.63,1.27
2003,137,San Francisco Giants,1437.33,1006,546,136,595,638,3.73,1.32
2003,136,Seattle Mariners,1441.0,1001,466,173,602,637,3.76,1.25
2003,112,Chicago Cubs,1456.33,1404,617,143,619,683,3.83,1.32
2003,109,Arizona Diamondbacks,1455.0,1291,526,150,621,685,3.84,1.31
2003,117,Houston Astros,1450.0,1139,565,161,622,677,3.86,1.32
2003,120,Montreal Expos,1437.67,1028,463,181,640,716,4.01,1.34
2003,147,New York Yankees,1462.0,1119,375,145,653,716,4.02,1.29
2003,146,Florida Marlins,1445.33,1132,530,128,648,692,4.04,1.35
2003,143,Philadelphia Phillies,1443.67,1060,536,142,648,697,4.04,1.33
2003,144,Atlanta Braves,1456.33,992,555,147,663,740,4.1,1.36
2003,145,Chicago White Sox,1431.0,1056,518,162,663,715,4.17,1.32
2003,114,Cleveland Indians,1459.33,943,501,179,682,778,4.21,1.36
2003,108,Anaheim Angels,1431.33,980,486,190,680,743,4.28,1.35
2003,142,Minnesota Twins,1462.0,997,402,187,716,758,4.41,1.32
2003,111,Boston Red Sox,1464.67,1141,488,153,729,809,4.48,1.36
2003,121,New York Mets,1413.33,907,576,168,704,754,4.48,1.47
2003,138,St. Louis Cardinals,1463.67,969,508,210,748,796,4.6,1.4
2003,134,Pittsburgh Pirates,1444.33,926,502,178,744,801,4.64,1.4
2003,141,Toronto Blue Jays,1435.0,984,485,184,748,826,4.69,1.43
2003,110,Baltimore Orioles,1449.67,981,526,198,767,820,4.76,1.45
2003,135,San Diego Padres,1431.33,1091,611,208,774,831,4.87,1.45
2003,139,Tampa Bay Devil Rays,1436.67,877,639,196,787,852,4.93,1.46
2003,158,Milwaukee Brewers,1452.0,1034,575,219,810,873,5.02,1.49
2003,118,Kansas City Royals,1438.67,865,566,190,808,867,5.05,1.48
2003,113,Cincinnati Reds,1446.33,932,590,209,818,886,5.09,1.5
2003,115,Colorado Rockies,1420.0,866,552,200,821,892,5.2,1.54
2003,116,Detroit Tigers,1438.67,764,557,195,847,928,5.3,1.51
2003,140,Texas Rangers,1433.33,1009,603,208,903,969,5.67,1.55
2004,144,Atlanta Braves,1450.0,1025,523,154,603,668,3.74,1.38
2004,138,St. Louis Cardinals,1453.67,1041,440,169,605,659,3.75,1.25
2004,112,Chicago Cubs,1465.33,1346,545,169,621,665,3.81,1.3
2004,119,Los Angeles Dodgers,1453.33,1066,521,178,647,684,4.01,1.31
2004,135,San Diego Padres,1441.0,1079,422,184,645,705,4.03,1.31
2004,142,Minnesota Twins,1476.0,1123,431,167,661,715,4.03,1.32
2004,117,Houston Astros,1443.0,1282,525,174,650,698,4.05,1.35
2004,121,New York Mets,1449.0,977,592,156,658,731,4.09,1.41
2004,146,Florida Marlins,1439.0,1116,513,166,655,700,4.1,1.33
2004,133,Oakland Athletics,1471.33,1034,544,164,682,742,4.17,1.37
2004,111,Boston Red Sox,1451.33,1132,447,159,674,768,4.18,1.29
2004,158,Milwaukee Brewers,1442.0,1098,476,164,679,757,4.24,1.33
2004,108,Anaheim Angels,1454.33,1164,502,170,692,734,4.28,1.36
2004,134,Pittsburgh Pirates,1428.0,1079,576,149,680,744,4.29,1.42
2004,137,San Francisco Giants,1457.0,1020,548,161,695,770,4.29,1.39
2004,120,Montreal Expos,1447.0,1032,582,191,696,769,4.33,1.42
2004,143,Philadelphia Phillies,1462.67,1070,502,214,724,781,4.45,1.36
2004,140,Texas Rangers,1439.67,979,547,182,724,794,4.53,1.45
2004,147,New York Yankees,1443.67,1058,445,182,752,808,4.69,1.37
2004,110,Baltimore Orioles,1455.33,1090,687,159,760,830,4.7,1.49
2004,136,Seattle Mariners,1459.33,1036,575,212,772,823,4.76,1.42
2004,139,Tampa Bay Devil Rays,1417.0,923,580,192,757,842,4.81,1.44
2004,114,Cleveland Indians,1466.67,1115,579,201,784,857,4.81,1.45
2004,141,Toronto Blue Jays,1421.0,956,608,181,775,823,4.91,1.49
2004,145,Chicago White Sox,1432.33,1013,527,224,782,831,4.91,1.42
2004,116,Detroit Tigers,1439.67,995,530,190,788,844,4.93,1.44
2004,109,Arizona Diamondbacks,1436.0,1153,668,197,794,899,4.98,1.5
2004,118,Kansas City Royals,1420.33,887,518,208,813,905,5.15,1.52
2004,113,Cincinnati Reds,1443.67,992,572,236,832,907,5.19,1.5
2004,115,Colorado Rockies,1435.33,947,697,198,883,923,5.54,1.62
2005,138,St. Louis Cardinals,1445.67,974,443,153,560,634,3.49,1.27
2005,117,Houston Astros,1443.0,1164,440,155,563,609,3.51,1.23
2005,114,Cleveland Indians,1452.67,1050,413,157,582,642,3.61,1.22
2005,145,Chicago White Sox,1475.67,1040,459,167,592,645,3.61,1.25
2005,108,Los Angeles Angels,1464.33,1126,443,158,598,643,3.68,1.27
2005,133,Oakland Athletics,1450.33,1075,504,154,594,658,3.69,1.25
2005,142,Minnesota Twins,1464.33,965,348,169,604,662,3.71,1.23
2005,121,New York Mets,1435.67,1012,491,135,599,648,3.76,1.31
2005,120,Washington Nationals,1458.0,997,539,140,627,673,3.87,1.37
2005,158,Milwaukee Brewers,1438.0,1173,569,169,635,697,3.97,1.36
2005,144,Atlanta Braves,1443.67,929,520,145,639,674,3.98,1.39
2005,141,Toronto Blue Jays,1447.0,958,444,185,653,705,4.06,1.33
2005,135,San Diego Padres,1455.33,1133,503,146,668,726,4.13,1.34
2005,146,Florida Marlins,1442.33,1125,563,116,666,732,4.16,1.4
2005,112,Chicago Cubs,1440.0,1256,576,186,671,714,4.19,1.34
2005,143,Philadelphia Phillies,1435.0,1159,487,189,672,726,4.21,1.3
2005,137,San Francisco Giants,1444.33,972,592,151,695,745,4.33,1.42
2005,119,Los Angeles Dodgers,1427.33,1004,471,182,695,755,4.38,1.33
2005,134,Pittsburgh Pirates,1436.0,958,612,162,706,769,4.42,1.44
2005,136,Seattle Mariners,1427.67,892,496,179,712,751,4.49,1.39
2005,116,Detroit Tigers,1435.67,907,461,193,719,787,4.51,1.37
2005,147,New York Yankees,1430.67,985,463,164,718,789,4.52,1.37
2005,110,Baltimore Orioles,1427.67,1052,580,180,724,800,4.56,1.43
2005,111,Boston Red Sox,1429.0,959,440,164,752,805,4.74,1.39
2005,109,Arizona Diamondbacks,1456.33,1038,537,193,783,856,4.84,1.45
2005,140,Texas Rangers,1440.0,932,522,159,794,858,4.96,1.47
2005,115,Colorado Rockies,1418.67,981,604,175,808,862,5.13,1.55
2005,113,Cincinnati Reds,1433.0,955,492,219,820,889,5.15,1.5
2005,139,Tampa Bay Devil Rays,1421.67,949,615,194,851,936,5.39,1.54
2005,118,Kansas City Royals,1413.33,924,580,178,862,935,5.49,1.57
2006,116,Detroit Tigers,1448.0,1003,489,160,618,675,3.84,1.32
2006,135,San Diego Padres,1463.67,1097,468,176,629,679,3.87,1.27
2006,142,Minnesota Twins,1439.33,1164,356,182,632,683,3.95,1.28
2006,108,Los Angeles Angels,1452.67,1164,471,158,652,732,4.04,1.29
2006,117,Houston Astros,1468.67,1160,480,182,666,719,4.08,1.3
2006,121,New York Mets,1461.33,1161,527,180,673,731,4.14,1.32
2006,133,Oakland Athletics,1451.67,1003,529,162,679,727,4.21,1.41
2006,119,Los Angeles Dodgers,1460.33,1068,492,152,686,751,4.23,1.38
2006,146,Florida Marlins,1433.33,1088,622,166,696,772,4.37,1.46
2006,141,Toronto Blue Jays,1428.33,1076,504,185,694,754,4.37,1.37
2006,114,Cleveland Indians,1423.33,948,429,166,698,782,4.41,1.41
2006,147,New York Yankees,1443.67,1019,496,170,708,767,4.41,1.36
2006,109,Arizona Diamondbacks,1459.67,1115,536,168,727,788,4.48,1.4
2006,113,Cincinnati Reds,1445.67,1053,464,213,725,801,4.51,1.41
2006,134,Pittsburgh Pirates,1435.0,1060,620,156,720,797,4.52,1.51
2006,138,St. Louis Cardinals,1429.67,970,504,193,721,762,4.54,1.38
2006,144,Atlanta Braves,1441.33,1049,572,183,736,805,4.6,1.46
2006,140,Texas Rangers,1431.33,972,496,162,731,784,4.6,1.44
2006,136,Seattle Mariners,1446.67,1067,560,183,739,792,4.6,1.42
2006,143,Philadelphia Phillies,1460.33,1138,512,211,747,812,4.6,1.42
2006,145,Chicago White Sox,1449.0,1012,433,200,743,794,4.61,1.36
2006,137,San Francisco Giants,1429.67,992,584,153,735,790,4.63,1.4
2006,115,Colorado Rockies,1447.33,952,553,155,749,812,4.66,1.45
2006,112,Chicago Cubs,1439.0,1250,687,210,758,834,4.74,1.45
2006,158,Milwaukee Brewers,1425.67,1145,514,177,763,833,4.82,1.38
2006,111,Boston Red Sox,1441.33,1070,509,181,773,825,4.83,1.44
2006,139,Tampa Bay Devil Rays,1420.33,979,606,180,782,856,4.96,1.55
2006,120,Washington Nationals,1436.33,960,584,193,803,872,5.03,1.48
2006,110,Baltimore Orioles,1419.0,1016,613,216,843,899,5.35,1.54
2006,118,Kansas City Royals,1426.33,904,637,213,896,971,5.65,1.6
2007,135,San Diego Padres,1484.67,1136,474,119,611,666,3.7,1.27
2007,111,Boston Red Sox,1438.67,1149,482,151,618,657,3.87,1.27
2007,141,Toronto Blue Jays,1448.67,1067,479,157,644,699,4.0,1.29
2007,112,Chicago Cubs,1446.67,1211,573,165,650,690,4.04,1.32
2007,114,Cleveland Indians,1462.67,1047,410,146,658,704,4.05,1.32
2007,144,Atlanta Braves,1456.33,1106,537,172,665,733,4.11,1.36
2007,109,Arizona Diamondbacks,1441.0,1088,546,169,662,732,4.13,1.38
2007,142,Minnesota Twins,1436.67,1094,420,185,663,725,4.15,1.34
2007,137,San Francisco Giants,1453.67,1057,593,133,677,720,4.19,1.4
2007,119,Los Angeles Dodgers,1450.0,1184,518,146,677,727,4.2,1.35
2007,108,Los Angeles Angels,1435.0,1156,477,151,674,731,4.23,1.36
2007,121,New York Mets,1452.33,1134,570,165,687,750,4.26,1.37
2007,133,Oakland Athletics,1448.0,1036,530,138,689,758,4.28,1.38
2007,115,Colorado Rockies,1472.0,967,504,164,706,758,4.32,1.36
2007,158,Milwaukee Brewers,1444.33,1174,507,161,708,776,4.41,1.4
2007,118,Kansas City Royals,1437.33,993,520,168,716,778,4.48,1.44
2007,147,New York Yankees,1450.67,1009,578,150,724,777,4.49,1.43
2007,116,Detroit Tigers,1447.33,1047,566,174,735,797,4.57,1.43
2007,120,Washington Nationals,1446.67,931,580,187,736,783,4.58,1.44
2007,138,St. Louis Cardinals,1435.67,945,509,168,741,829,4.65,1.41
2007,117,Houston Astros,1464.67,1109,510,206,761,813,4.68,1.42
2007,136,Seattle Mariners,1434.33,1020,546,147,754,813,4.73,1.48
2007,143,Philadelphia Phillies,1458.33,1050,558,198,767,821,4.73,1.45
2007,140,Texas Rangers,1430.0,976,668,155,755,844,4.75,1.53
2007,145,Chicago White Sox,1440.67,1015,499,174,763,839,4.77,1.43
2007,134,Pittsburgh Pirates,1447.67,997,518,174,793,846,4.93,1.48
2007,113,Cincinnati Reds,1449.67,1068,482,198,796,853,4.94,1.44
2007,146,Florida Marlins,1443.67,1142,661,176,793,891,4.94,1.58
2007,110,Baltimore Orioles,1438.67,1087,696,161,827,868,5.17,1.52
2007,139,Tampa Bay Devil Rays,1429.67,1194,568,199,879,944,5.53,1.55
2008,141,Toronto Blue Jays,1446.67,1184,467,134,561,610,3.49,1.24
2008,119,Los Angeles Dodgers,1447.33,1205,480,123,591,648,3.68,1.29
2008,139,Tampa Bay Rays,1457.67,1143,526,166,618,671,3.82,1.29
2008,158,Milwaukee Brewers,1455.67,1110,528,175,623,689,3.85,1.33
2008,112,Chicago Cubs,1450.67,1264,548,160,624,671,3.87,1.29
2008,143,Philadelphia Phillies,1449.67,1081,533,160,625,680,3.88,1.36
2008,109,Arizona Diamondbacks,1434.67,1229,451,147,635,706,3.98,1.29
2008,108,Los Angeles Angels,1451.33,1106,457,160,644,697,3.99,1.32
2008,111,Boston Red Sox,1446.33,1185,548,147,645,694,4.01,1.33
2008,133,Oakland Athletics,1435.0,1061,576,135,640,690,4.01,1.35
2008,145,Chicago White Sox,1457.67,1147,460,156,658,729,4.06,1.32
2008,121,New York Mets,1464.33,1181,590,163,662,715,4.07,1.37
2008,142,Minnesota Twins,1459.0,995,406,183,675,745,4.16,1.35
2008,138,St. Louis Cardinals,1454.0,957,496,163,677,725,4.19,1.38
2008,147,New York Yankees,1441.67,1141,489,143,685,727,4.28,1.36
2008,117,Houston Astros,1425.33,1095,492,197,691,743,4.36,1.36
2008,137,San Francisco Giants,1442.0,1240,652,147,701,759,4.38,1.43
2008,135,San Diego Padres,1458.33,1100,561,165,714,764,4.41,1.39
2008,146,Florida Marlins,1435.33,1127,586,161,707,767,4.43,1.4
2008,114,Cleveland Indians,1437.0,986,444,170,711,761,4.45,1.37
2008,144,Atlanta Braves,1440.67,1076,586,156,714,778,4.46,1.41
2008,118,Kansas City Royals,1445.67,1085,515,159,720,781,4.48,1.38
2008,113,Cincinnati Reds,1442.33,1227,557,201,729,800,4.55,1.46
2008,120,Washington Nationals,1434.0,1063,588,190,742,825,4.66,1.45
2008,136,Seattle Mariners,1435.33,1016,626,161,754,811,4.73,1.51
2008,115,Colorado Rockies,1446.0,1041,562,148,766,822,4.77,1.46
2008,116,Detroit Tigers,1445.0,991,644,172,786,857,4.9,1.51
2008,134,Pittsburgh Pirates,1455.0,963,657,176,822,884,5.08,1.57
2008,110,Baltimore Orioles,1422.0,922,687,184,810,869,5.13,1.56
2008,140,Texas Rangers,1442.0,963,625,176,860,967,5.37,1.58
2009,119,Los Angeles Dodgers,1473.33,1272,584,127,558,611,3.41,1.25
2009,137,San Francisco Giants,1446.0,1302,584,140,571,611,3.55,1.28
2009,144,Atlanta Braves,1462.67,1232,530,119,581,641,3.57,1.32
2009,138,St. Louis Cardinals,1440.67,1049,460,123,586,640,3.66,1.3
2009,112,Chicago Cubs,1445.33,1272,586,160,616,672,3.84,1.32
2009,136,Seattle Mariners,1452.67,1043,534,172,625,692,3.87,1.3
2009,145,Chicago White Sox,1439.67,1119,507,169,663,732,4.14,1.35
2009,143,Philadelphia Phillies,1455.67,1153,489,189,673,709,4.16,1.35
2009,113,Cincinnati Reds,1458.33,1069,577,188,677,723,4.18,1.37
2009,115,Colorado Rockies,1438.33,1154,528,141,675,715,4.22,1.36
2009,133,Oakland Athletics,1447.33,1124,523,156,685,761,4.26,1.39
2009,147,New York Yankees,1450.0,1260,574,181,687,753,4.26,1.35
2009,116,Detroit Tigers,1447.0,1102,594,182,690,745,4.29,1.41
2009,146,Florida Marlins,1446.33,1248,601,160,690,766,4.29,1.4
2009,139,Tampa Bay Rays,1427.33,1125,515,183,686,754,4.33,1.36
2009,111,Boston Red Sox,1436.67,1230,530,167,695,736,4.35,1.41
2009,135,San Diego Padres,1450.67,1187,603,167,704,769,4.37,1.4
2009,140,Texas Rangers,1434.67,1016,531,171,698,740,4.38,1.37
2009,109,Arizona Diamondbacks,1447.67,1158,525,168,711,782,4.42,1.38
2009,121,New York Mets,1426.0,1031,616,158,705,757,4.45,1.45
2009,108,Los Angeles Angels,1445.0,1062,523,180,715,761,4.45,1.41
2009,141,Toronto Blue Jays,1451.0,1181,551,181,720,771,4.47,1.42
2009,142,Minnesota Twins,1453.0,1052,466,185,726,765,4.5,1.38
2009,117,Houston Astros,1430.0,1144,546,176,722,770,4.54,1.45
2009,134,Pittsburgh Pirates,1418.33,919,563,152,723,768,4.59,1.45
2009,118,Kansas City Royals,1426.0,1153,600,166,765,842,4.83,1.46
2009,158,Milwaukee Brewers,1435.0,1104,607,207,770,818,4.83,1.47
2009,120,Washington Nationals,1424.33,911,629,173,791,874,5.0,1.52
2009,114,Cleveland Indians,1434.0,986,598,183,806,865,5.06,1.51
2009,110,Baltimore Orioles,1429.0,933,546,218,817,876,5.15,1.52
2010,137,San Francisco Giants,1461.0,1331,578,134,546,583,3.36,1.27
2010,135,San Diego Padres,1456.33,1295,517,139,549,581,3.39,1.25
2010,144,Atlanta Braves,1439.33,1241,505,126,569,629,3.56,1.27
2010,133,Oakland Athletics,1431.67,1070,512,153,566,626,3.56,1.28
2010,138,St. Louis Cardinals,1453.67,1094,477,133,577,641,3.57,1.3
2010,143,Philadelphia Phillies,1456.33,1183,416,168,594,640,3.67,1.25
2010,121,New York Mets,1453.0,1106,545,135,597,652,3.7,1.36
2010,139,Tampa Bay Rays,1453.67,1189,478,175,611,649,3.78,1.26
2010,136,Seattle Mariners,1438.0,973,452,157,628,698,3.93,1.29
2010,140,Texas Rangers,1455.33,1181,551,162,636,687,3.93,1.31
2010,142,Minnesota Twins,1452.67,1048,383,155,638,671,3.95,1.29
2010,113,Cincinnati Reds,1453.0,1130,524,158,648,685,4.01,1.33
2010,119,Los Angeles Dodgers,1441.67,1274,539,134,643,692,4.01,1.29
2010,108,Los Angeles Angels,1449.33,1130,565,148,651,702,4.04,1.37
2010,147,New York Yankees,1442.33,1154,540,179,651,693,4.06,1.31
2010,146,Florida Marlins,1438.33,1168,549,134,652,717,4.08,1.38
2010,117,Houston Astros,1439.33,1210,548,140,654,729,4.09,1.39
2010,145,Chicago White Sox,1446.33,1149,490,136,658,704,4.09,1.36
2010,120,Washington Nationals,1435.0,1068,512,151,658,742,4.13,1.38
2010,115,Colorado Rockies,1442.0,1234,525,139,663,717,4.14,1.34
2010,112,Chicago Cubs,1436.67,1268,605,154,668,767,4.18,1.4
2010,111,Boston Red Sox,1456.67,1207,580,152,679,744,4.2,1.36
2010,141,Toronto Blue Jays,1440.67,1184,539,150,676,728,4.22,1.35
2010,114,Cleveland Indians,1433.0,967,572,147,684,752,4.3,1.43
2010,116,Detroit Tigers,1444.33,1056,537,142,690,743,4.3,1.37
2010,158,Milwaukee Brewers,1439.0,1258,582,173,733,804,4.58,1.44
2010,110,Baltimore Orioles,1436.33,1007,520,186,733,785,4.59,1.41
2010,109,Arizona Diamondbacks,1432.0,1070,548,210,765,836,4.81,1.43
2010,118,Kansas City Royals,1436.67,1035,551,176,794,845,4.97,1.46
2010,134,Pittsburgh Pirates,1411.67,1026,538,167,784,866,5.0,1.49
2011,143,Philadelphia Phillies,1477.0,1299,404,120,495,529,3.02,1.17
