season,team_id,team,w,l
2008,119,Dodgers,84,78
2008,109,D-backs,82,80
2008,115,Rockies,74,88
2008,137,Giants,72,90
2008,135,Padres,63,99
2009,147,Yankees,103,59
2009,111,Red Sox,95,67
2009,139,Rays,84,78
2009,141,Blue Jays,75,87
2009,110,Orioles,64,98
2009,142,Twins,87,76
2009,116,Tigers,86,77
2009,145,White Sox,79,83
2009,114,Indians,65,97
2009,118,Royals,65,97
2009,108,Angels,97,65
2009,140,Rangers,87,75
2009,136,Mariners,85,77
2009,133,Athletics,75,87
2009,143,Phillies,93,69
2009,146,Marlins,87,75
2009,144,Braves,86,76
2009,121,Mets,70,92
2009,120,Nationals,59,103
2009,138,Cardinals,91,71
2009,112,Cubs,83,78
2009,158,Brewers,80,82
2009,113,Reds,78,84
2009,117,Astros,74,88
2009,134,Pirates,62,99
2009,119,Dodgers,95,67
2009,115,Rockies,92,70
2009,137,Giants,88,74
2009,135,Padres,75,87
2009,109,D-backs,70,92
2010,139,Rays,96,66
2010,147,Yankees,95,67
2010,111,Red Sox,89,73
2010,141,Blue Jays,85,77
2010,110,Orioles,66,96
2010,142,Twins,94,68
2010,145,White Sox,88,74
2010,116,Tigers,81,81
2010,114,Indians,69,93
2010,118,Royals,67,95
2010,140,Rangers,90,72
2010,133,Athletics,81,81
2010,108,Angels,80,82
2010,136,Mariners,61,101
2010,143,Phillies,97,65
2010,144,Braves,91,71
2010,146,Marlins,80,82
2010,121,Mets,79,83
2010,120,Nationals,69,93
2010,113,Reds,91,71
2010,138,Cardinals,86,76
2010,158,Brewers,77,85
2010,117,Astros,76,86
2010,112,Cubs,75,87
2010,134,Pirates,57,105
2010,137,Giants,92,70
2010,135,Padres,90,72
2010,115,Rockies,83,79
2010,119,Dodgers,80,82
2010,109,D-backs,65,97
2011,147,Yankees,97,65
2011,139,Rays,91,71
2011,111,Red Sox,90,72
2011,141,Blue Jays,81,81
2011,110,Orioles,69,93
2011,116,Tigers,95,67
2011,114,Indians,80,82
2011,145,White Sox,79,83
2011,118,Royals,71,91
2011,142,Twins,63,99
2011,140,Rangers,96,66
2011,108,Angels,86,76
2011,133,Athletics,74,88
2011,136,Mariners,67,95
2011,143,Phillies,102,60
2011,144,Braves,89,73
2011,120,Nationals,80,81
2011,121,Mets,77,85
2011,146,Marlins,72,90
2011,158,Brewers,96,66
2011,138,Cardinals,90,72
2011,113,Reds,79,83
2011,134,Pirates,72,90
2011,112,Cubs,71,91
2011,117,Astros,56,106
2011,109,D-backs,94,68
2011,137,Giants,86,76
2011,119,Dodgers,82,79
2011,115,Rockies,73,89
2011,135,Padres,71,91
2012,147,Yankees,95,67
2012,110,Orioles,93,69
2012,139,Rays,90,72
2012,141,Blue Jays,73,89
2012,111,Red Sox,69,93
2012,116,Tigers,88,74
2012,145,White Sox,85,77
2012,118,Royals,72,90
2012,114,Indians,68,94
2012,142,Twins,66,96
2012,133,Athletics,94,68
2012,140,Rangers,93,69
2012,108,Angels,89,73
2012,136,Mariners,75,87
2012,120,Nationals,98,64
2012,144,Braves,94,68
2012,143,Phillies,81,81
2012,121,Mets,74,88
2012,146,Marlins,69,93
2012,113,Reds,97,65
2012,138,Cardinals,88,74
2012,158,Brewers,83,79
2012,134,Pirates,79,83
2012,112,Cubs,61,101
2012,117,Astros,55,107
2012,137,Giants,94,68
2012,119,Dodgers,86,76
2012,109,D-backs,81,81
2012,135,Padres,76,86
2012,115,Rockies,64,98
2013,111,Red Sox,97,65
2013,139,Rays,92,71
2013,147,Yankees,85,77
2013,110,Orioles,85,77
2013,141,Blue Jays,74,88
2013,116,Tigers,93,69
2013,114,Indians,92,70
2013,118,Royals,86,76
2013,142,Twins,66,96
2013,145,White Sox,63,99
2013,133,Athletics,96,66
2013,140,Rangers,91,72
2013,108,Angels,78,84
2013,136,Mariners,71,91
2013,117,Astros,51,111
2013,144,Braves,96,66
2013,120,Nationals,86,76
2013,121,Mets,74,88
2013,143,Phillies,73,89
2013,146,Marlins,62,100
2013,138,Cardinals,97,65
2013,134,Pirates,94,68
2013,113,Reds,90,72
2013,158,Brewers,74,88
2013,112,Cubs,66,96
2013,119,Dodgers,92,70
2013,109,D-backs,81,81
2013,137,Giants,76,86
2013,135,Padres,76,86
2013,115,Rockies,74,88
2014,110,Orioles,96,66
2014,147,Yankees,84,78
2014,141,Blue Jays,83,79
2014,139,Rays,77,85
2014,111,Red Sox,71,91
2014,116,Tigers,90,72
2014,118,Royals,89,73
2014,114,Indians,85,77
2014,145,White Sox,73,89
2014,142,Twins,70,92
2014,108,Angels,98,64
2014,133,Athletics,88,74
2014,136,Mariners,87,75
2014,117,Astros,70,92
2014,140,Rangers,67,95
2014,120,Nationals,96,66
2014,121,Mets,79,83
2014,144,Braves,79,83
2014,146,Marlins,77,85
2014,143,Phillies,73,89
2014,138,Cardinals,90,72
2014,134,Pirates,88,74
2014,158,Brewers,82,80
2014,113,Reds,76,86
2014,112,Cubs,73,89
2014,119,Dodgers,94,68
2014,137,Giants,88,74
2014,135,Padres,77,85
2014,115,Rockies,66,96
2014,109,D-backs,64,98
2015,141,Blue Jays,93,69
2015,147,Yankees,87,75
2015,110,Orioles,81,81
2015,139,Rays,80,82
2015,111,Red Sox,78,84
2015,118,Royals,95,67
2015,142,Twins,83,79
2015,114,Indians,81,80
2015,145,White Sox,76,86
2015,116,Tigers,74,87
2015,140,Rangers,88,74
2015,117,Astros,86,76
2015,108,Angels,85,77
2015,136,Mariners,76,86
2015,133,Athletics,68,94
2015,121,Mets,90,72
2015,120,Nationals,83,79
2015,146,Marlins,71,91
2015,144,Braves,67,95
2015,143,Phillies,63,99
2015,138,Cardinals,100,62
2015,134,Pirates,98,64
2015,112,Cubs,97,65
2015,158,Brewers,68,94
2015,113,Reds,64,98
2015,119,Dodgers,92,70
2015,137,Giants,84,78
2015,109,D-backs,79,83
2015,135,Padres,74,88
2015,115,Rockies,68,94
2016,111,Red Sox,93,69
2016,141,Blue Jays,89,73
2016,110,Orioles,89,73
2016,147,Yankees,84,78
2016,139,Rays,68,94
2016,114,Indians,94,67
2016,116,Tigers,86,75
2016,118,Royals,81,81
2016,145,White Sox,78,84
2016,142,Twins,59,103
2016,140,Rangers,95,67
2016,136,Mariners,86,76
2016,117,Astros,84,78
2016,108,Angels,74,88
2016,133,Athletics,69,93
2016,120,Nationals,95,67
2016,121,Mets,87,75
2016,146,Marlins,79,82
2016,143,Phillies,71,91
2016,144,Braves,68,93
2016,112,Cubs,103,58
2016,138,Cardinals,86,76
2016,134,Pirates,78,83
2016,158,Brewers,73,89
2016,113,Reds,68,94
2016,119,Dodgers,91,71
2016,137,Giants,87,75
2016,115,Rockies,75,87
2016,109,D-backs,69,93
2016,135,Padres,68,94
2017,111,Red Sox,93,69
2017,147,Yankees,91,71
2017,139,Rays,80,82
2017,141,Blue Jays,76,86
2017,110,Orioles,75,87
2017,114,Indians,102,60
2017,142,Twins,85,77
2017,118,Royals,80,82
2017,145,White Sox,67,95
2017,116,Tigers,64,98
2017,117,Astros,101,61
2017,108,Angels,80,82
2017,136,Mariners,78,84
2017,140,Rangers,78,84
2017,133,Athletics,75,87
2017,120,Nationals,97,65
2017,146,Marlins,77,85
2017,144,Braves,72,90
2017,121,Mets,70,92
2017,143,Phillies,66,96
2017,112,Cubs,92,70
2017,158,Brewers,86,76
2017,138,Cardinals,83,79
2017,134,Pirates,75,87
2017,113,Reds,68,94
2017,119,Dodgers,104,58
2017,109,D-backs,93,69
2017,115,Rockies,87,75
2017,135,Padres,71,91
2017,137,Giants,64,98
2018,111,Red Sox,108,54
2018,147,Yankees,100,62
2018,139,Rays,90,72
2018,141,Blue Jays,73,89
2018,110,Orioles,47,115
2018,114,Indians,91,71
2018,142,Twins,78,84
2018,116,Tigers,64,98
2018,145,White Sox,62,100
2018,118,Royals,58,104
2018,117,Astros,103,59
2018,133,Athletics,97,65
2018,136,Mariners,89,73
2018,108,Angels,80,82
2018,140,Rangers,67,95
2018,144,Braves,90,72
2018,120,Nationals,82,80
2018,143,Phillies,80,82
2018,121,Mets,77,85
2018,146,Marlins,63,98
2018,158,Brewers,96,67
2018,112,Cubs,95,68
2018,138,Cardinals,88,74
2018,134,Pirates,82,79
2018,113,Reds,67,95
2018,119,Dodgers,92,71
2018,115,Rockies,91,72
2018,109,D-backs,82,80
2018,137,Giants,73,89
2018,135,Padres,66,96
2019,147,Yankees,103,59
2019,139,Rays,96,66
2019,111,Red Sox,84,78
2019,141,Blue Jays,67,95
2019,110,Orioles,54,108
2019,142,Twins,101,61
2019,114,Indians,93,69
2019,145,White Sox,72,89
2019,118,Royals,59,103
2019,116,Tigers,47,114
2019,117,Astros,107,55
2019,133,Athletics,97,65
2019,140,Rangers,78,84
2019,108,Angels,72,90
2019,136,Mariners,68,94
2019,144,Braves,97,65
2019,120,Nationals,93,69
2019,121,Mets,86,76
2019,143,Phillies,81,81
2019,146,Marlins,57,105
2019,138,Cardinals,91,71
2019,158,Brewers,89,73
2019,112,Cubs,84,78
2019,113,Reds,75,87
2019,134,Pirates,69,93
2019,119,Dodgers,106,56
2019,109,D-backs,85,77
2019,137,Giants,77,85
2019,115,Rockies,71,91
2019,135,Padres,70,92
2020,139,Rays,40,20
2020,147,Yankees,33,27
2020,141,Blue Jays,32,28
2020,110,Orioles,25,35
2020,111,Red Sox,24,36
2020,142,Twins,36,24
2020,114,Indians,35,25
2020,145,White Sox,35,25
2020,118,Royals,26,34
2020,116,Tigers,23,35
2020,133,Athletics,36,24
2020,117,Astros,29,31
2020,136,Mariners,27,33
2020,108,Angels,26,34
2020,140,Rangers,22,38
2020,144,Braves,35,25
2020,146,Marlins,31,29
2020,143,Phillies,28,32
2020,120,Nationals,26,34
2020,121,Mets,26,34
2020,112,Cubs,34,26
2020,138,Cardinals,30,28
2020,113,Reds,31,29
2020,158,Brewers,29,31
2020,134,Pirates,19,41
2020,119,Dodgers,43,17
2020,135,Padres,37,23
2020,137,Giants,29,31
2020,115,Rockies,26,34
2020,109,D-backs,25,35
2021,139,Rays,100,62
2021,111,Red Sox,92,70
2021,147,Yankees,92,70
2021,141,Blue Jays,91,71
2021,110,Orioles,52,110
2021,145,White Sox,93,69
2021,114,Indians,80,82
2021,116,Tigers,77,85
2021,118,Royals,74,88
2021,142,Twins,73,89
2021,117,Astros,95,67
2021,136,Mariners,90,72
2021,133,Athletics,86,76
2021,108,Angels,77,85
2021,140,Rangers,60,102
2021,144,Braves,88,73
2021,143,Phillies,82,80
2021,121,Mets,77,85
2021,146,Marlins,67,95
2021,120,Nationals,65,97
2021,158,Brewers,95,67
2021,138,Cardinals,90,72
2021,113,Reds,83,79
2021,112,Cubs,71,91
2021,134,Pirates,61,101
2021,137,Giants,107,55
2021,119,Dodgers,106,56
2021,135,Padres,79,83
2021,115,Rockies,74,87
2021,109,D-backs,52,110
2022,147,Yankees,99,63
2022,141,Blue Jays,92,70
2022,139,Rays,86,76
2022,110,Orioles,83,79
2022,111,Red Sox,78,84
2022,114,Guardians,92,70
2022,145,White Sox,81,81
2022,142,Twins,78,84
2022,116,Tigers,66,96
2022,118,Royals,65,97
2022,117,Astros,106,56
2022,136,Mariners,90,72
2022,108,Angels,73,89
2022,140,Rangers,68,94
2022,133,Athletics,60,102
2022,144,Braves,101,61
2022,121,Mets,101,61
2022,143,Phillies,87,75
2022,146,Marlins,69,93
2022,120,Nationals,55,107
2022,138,Cardinals,93,69
2022,158,Brewers,86,76
2022,112,Cubs,74,88
2022,134,Pirates,62,100
2022,113,Reds,62,100
2022,119,Dodgers,111,51
2022,135,Padres,89,73
2022,137,Giants,81,81
2022,109,D-backs,74,88
2022,115,Rockies,68,94
2023,110,Orioles,101,61
2023,139,Rays,99,63
2023,141,Blue Jays,89,73
2023,147,Yankees,82,80
2023,111,Red Sox,78,84
2023,142,Twins,87,75
2023,116,Tigers,78,84
2023,114,Guardians,76,86
2023,145,White Sox,61,101
2023,118,Royals,56,106
2023,117,Astros,90,72
2023,140,Rangers,90,72
2023,136,Mariners,88,74
2023,108,Angels,73,89
2023,133,Athletics,50,112
2023,144,Braves,104,58
2023,143,Phillies,90,72
2023,146,Marlins,84,78
2023,121,Mets,75,87
2023,120,Nationals,71,91
2023,158,Brewers,92,70
2023,112,Cubs,83,79
2023,113,Reds,82,80
2023,134,Pirates,76,86
2023,138,Cardinals,71,91
2023,119,Dodgers,100,62
2023,109,D-backs,84,78
2023,135,Padres,82,80
2023,137,Giants,79,83
2023,115,Rockies,59,103
2024,147,Yankees,94,68
2024,110,Orioles,91,71
2024,111,Red Sox,81,81
2024,139,Rays,80,82
2024,141,Blue Jays,74,88
2024,114,Guardians,92,69
2024,118,Royals,86,76
2024,116,Tigers,86,76
2024,142,Twins,82,80
2024,145,White Sox,41,121
2024,117,Astros,88,73
2024,136,Mariners,85,77
2024,140,Rangers,78,84
2024,133,Athletics,69,93
2024,108,Angels,63,99
2024,143,Phillies,95,67
2024,144,Braves,89,73
2024,121,Mets,89,73
2024,120,Nationals,71,91
2024,146,Marlins,62,100
2024,158,Brewers,93,69
2024,138,Cardinals,83,79
2024,112,Cubs,83,79
2024,113,Reds,77,85
2024,134,Pirates,76,86
2024,119,Dodgers,98,64
2024,135,Padres,93,69
2024,109,D-backs,89,73
2024,137,Giants,80,82
2024,115,Rockies,61,101
2025,141,Blue Jays,94,68
2025,147,Yankees,94,68
2025,111,Red Sox,89,73
2025,139,Rays,77,85
2025,110,Orioles,75,87
2025,114,Guardians,88,74
2025,116,Tigers,87,75
2025,118,Royals,82,80
2025,142,Twins,70,92
2025,145,White Sox,60,102
2025,136,Mariners,90,72
2025,117,Astros,87,75
2025,140,Rangers,81,81
2025,133,Athletics,76,86
2025,108,Angels,72,90
2025,143,Phillies,96,66
2025,121,Mets,83,79
2025,146,Marlins,79,83
2025,144,Braves,76,86
2025,120,Nationals,66,96
2025,158,Brewers,97,65
2025,112,Cubs,92,70
2025,113,Reds,83,79
2025,138,Cardinals,78,84
2025,134,Pirates,71,91
2025,119,Dodgers,93,69
2025,135,Padres,90,72
2025,137,Giants,81,81
2025,109,D-backs,80,82
2025,115,Rockies,43,119
