season,team,pick,pfr_player_name,position,hof,probowls,seasons_started,w_av,dr_av,games,active,bust_a,bust_b,bust_c,triple_bust,clean_hit
2011,GB,32,Derek Sherrod,T,False,0,0,3,3,20,0,1,1,1,1,0
2012,IND,1,Andrew Luck,QB,False,4,5,72,72,86,0,0,0,0,0,1
2012,WAS,2,Robert Griffin III,QB,False,1,3,36,31,56,0,0,0,1,0,0
2012,CLE,3,Trent Richardson,RB,False,0,3,17,7,46,0,1,1,1,1,0
2012,MIN,4,Matt Kalil,T,False,1,5,34,29,82,0,0,0,0,0,1
2012,JAX,5,Justin Blackmon,WR,False,0,1,9,9,20,0,1,1,1,1,0
2012,DAL,6,Morris Claiborne,DB,False,0,5,25,13,85,0,1,0,0,0,0
2012,TB,7,Mark Barron,DB,False,0,7,58,11,119,0,1,0,0,0,0
2012,MIA,8,Ryan Tannehill,QB,False,1,10,91,47,155,0,0,0,0,0,1
2012,CAR,9,Luke Kuechly,LB,True,7,8,91,91,118,0,0,0,0,0,1
2012,BUF,10,Stephon Gilmore,DB,False,5,12,75,18,180,0,0,0,0,0,1
2012,KC,11,Dontari Poe,DT,False,2,8,55,41,128,0,0,0,0,0,1
2012,PHI,12,Fletcher Cox,DT,False,6,12,95,95,188,0,0,0,0,0,1
2012,ARI,13,Michael Floyd,WR,False,0,3,28,27,102,0,1,0,1,0,0
2012,LAR,14,Michael Brockers,DT,False,0,10,58,53,160,0,1,0,0,0,0
2012,SEA,15,Bruce Irvin,DE,False,0,6,42,22,140,0,1,0,0,0,0
2012,NYJ,16,Quinton Coples,DE,False,0,2,17,17,62,0,1,1,1,1,0
2012,CIN,17,Dre Kirkpatrick,DB,False,0,5,31,25,119,0,1,0,0,0,0
2012,LAC,18,Melvin Ingram,DE,False,3,6,57,52,148,0,0,0,0,0,1
2012,CHI,19,Shea McClellin,DE,False,0,3,17,13,66,0,1,1,1,1,0
2012,TEN,20,Kendall Wright,WR,False,0,3,28,24,82,0,1,0,1,0,0
2012,NE,21,Chandler Jones,DE,False,4,10,77,25,154,0,0,0,0,0,1
2012,CLE,22,Brandon Weeden,QB,False,0,1,13,10,35,0,1,1,1,1,0
2012,DET,23,Riley Reiff,T,False,0,10,60,27,164,0,1,0,0,0,0
2012,PIT,24,David DeCastro,G,False,6,8,69,69,125,0,0,0,0,0,1
2012,NE,25,Dont'a Hightower,LB,False,2,8,65,65,117,0,0,0,0,0,1
2012,HOU,26,Whitney Mercilus,DE,False,0,8,49,49,138,0,1,0,0,0,0
2012,CIN,27,Kevin Zeitler,G,False,1,14,67,29,214,0,0,0,0,0,1
2012,GB,28,Nick Perry,DE,False,0,3,22,22,81,0,1,0,1,0,0
2012,MIN,29,Harrison Smith,DB,False,6,13,72,72,207,0,0,0,0,0,1
2012,SF,30,A.J. Jenkins,WR,False,0,0,2,0,28,0,1,1,1,1,0
2012,TB,31,Doug Martin,RB,False,2,7,39,35,84,0,0,0,0,0,1
2012,NYG,32,David Wilson,RB,False,0,0,5,5,21,0,1,1,1,1,0
2013,KC,1,Eric Fisher,T,False,2,8,62,56,132,0,0,0,0,0,1
2013,JAX,2,Luke Joeckel,T,False,0,3,21,16,50,0,1,1,1,1,0
2013,MIA,3,Dion Jordan,DE,False,0,0,9,3,63,0,1,1,1,1,0
2013,PHI,4,Lane Johnson,T,False,6,12,89,89,168,0,0,0,0,0,1
2013,DET,5,Ezekiel Ansah,DE,False,1,5,39,37,93,0,0,0,0,0,1
2013,CLE,6,Barkevious Mingo,LB,False,0,2,24,10,126,0,1,0,1,0,0
2013,ARI,7,Jonathan Cooper,G,False,0,2,16,7,46,0,1,1,1,1,0
2013,LAR,8,Tavon Austin,WR,False,0,4,26,22,113,0,1,0,0,0,0
2013,NYJ,9,Dee Milliner,DB,False,0,1,6,6,21,0,1,1,1,1,0
2013,TEN,10,Chance Warmack,G,False,0,3,22,20,68,0,1,0,1,0,0
2013,LAC,11,D.J. Fluker,T,False,0,7,43,29,108,0,1,0,0,0,0
2013,LV,12,D.J. Hayden,DB,False,0,2,16,8,92,0,1,1,1,1,0
2013,NYJ,13,Sheldon Richardson,DT,False,1,8,61,32,138,0,0,0,0,0,1
2013,CAR,14,Star Lotulelei,DT,False,0,7,48,28,119,0,1,0,0,0,0
2013,NO,15,Kenny Vaccaro,DB,False,0,7,34,20,110,0,1,0,0,0,0
2013,BUF,16,EJ Manuel,QB,False,0,1,10,10,30,0,1,1,1,1,0
2013,PIT,17,Jarvis Jones,LB,False,0,1,17,17,50,0,1,1,1,1,0
2013,SF,18,Eric Reid,DB,False,1,7,33,26,99,0,0,0,0,0,1
2013,NYG,19,Justin Pugh,T,False,0,10,46,25,132,0,1,0,0,0,0
2013,CHI,20,Kyle Long,G,False,3,6,40,40,77,0,0,0,0,0,1
2013,CIN,21,Tyler Eifert,TE,False,1,2,19,17,74,0,0,0,1,0,0
2013,ATL,22,Desmond Trufant,DB,False,1,8,37,35,113,0,0,0,0,0,1
2013,MIN,23,Sharrif Floyd,DT,False,0,2,13,13,44,0,1,1,1,1,0
2013,IND,24,Bjoern Werner,DE,False,0,1,10,10,38,0,1,1,1,1,0
2013,MIN,25,Xavier Rhodes,DB,False,3,8,49,43,135,0,0,0,0,0,1
2013,GB,26,Datone Jones,DE,False,0,0,10,9,68,0,1,1,1,1,0
2013,HOU,27,DeAndre Hopkins,WR,False,5,10,84,54,195,0,0,0,0,0,1
2013,DEN,28,Sylvester Williams,DT,False,0,4,29,22,102,0,1,0,0,0,0
2013,MIN,29,Cordarrelle Patterson,WR,False,4,4,42,16,183,0,0,0,0,0,1
2013,LAR,30,Alec Ogletree,LB,False,0,7,52,37,111,0,1,0,0,0,0
2013,DAL,31,Travis Frederick,C,False,5,6,60,60,96,0,0,0,0,0,1
2013,BAL,32,Matt Elam,DB,False,0,2,12,12,41,0,1,1,1,1,0
2014,HOU,1,Jadeveon Clowney,DE,False,3,10,63,38,153,0,0,0,0,0,1
2014,LAR,2,Greg Robinson,T,False,0,5,24,13,83,0,1,1,0,0,0
2014,JAX,3,Blake Bortles,QB,False,0,5,44,44,78,0,1,0,0,0,0
2014,BUF,4,Sammy Watkins,WR,False,0,6,43,20,111,0,1,0,0,0,0
2014,LV,5,Khalil Mack,LB,False,9,11,105,41,179,0,0,0,0,0,1
2014,ATL,6,Jake Matthews,T,False,1,12,75,75,196,0,0,0,0,0,1
2014,TB,7,Mike Evans,WR,False,6,11,80,80,176,0,0,0,0,0,1
2014,CLE,8,Justin Gilbert,DB,False,0,0,4,3,35,0,1,1,1,1,0
2014,MIN,9,Anthony Barr,LB,False,4,7,56,52,116,0,0,0,0,0,1
2014,DET,10,Eric Ebron,TE,False,1,4,29,15,106,0,0,0,0,0,1
2014,TEN,11,Taylor Lewan,T,False,3,7,48,48,105,0,0,0,0,0,1
2014,NYG,12,Odell Beckham Jr.,WR,False,3,6,59,41,119,0,0,0,0,0,1
2014,LAR,13,Aaron Donald,DT,False,10,10,123,123,154,0,0,0,0,0,1
2014,CHI,14,Kyle Fuller,DB,False,2,5,48,45,113,0,0,0,0,0,1
2014,PIT,15,Ryan Shazier,LB,False,2,3,27,27,46,0,0,0,1,0,0
2014,DAL,16,Zack Martin,G,False,9,11,103,103,162,0,0,0,0,0,1
2014,BAL,17,C.J. Mosley,LB,False,5,8,81,59,133,0,0,0,0,0,1
2014,NYJ,18,Calvin Pryor,DB,False,0,3,13,13,46,0,1,1,1,1,0
2014,MIA,19,Ja'Wuan James,T,False,0,4,27,26,66,0,1,0,0,0,0
2014,NO,20,Brandin Cooks,WR,False,0,10,73,21,173,0,1,0,0,0,0
2014,GB,21,Ha Ha Clinton-Dix,DB,False,1,6,34,24,98,0,0,0,0,0,1
2014,CLE,22,Johnny Manziel,QB,False,0,0,4,4,14,0,1,1,1,1,0
2014,KC,23,Dee Ford,LB,False,1,2,23,21,85,0,0,0,1,0,0
2014,CIN,24,Darqueze Dennard,DB,False,0,0,13,12,87,0,1,1,1,1,0
2014,LAC,25,Jason Verrett,DB,False,1,2,17,13,41,0,0,0,1,0,0
2014,PHI,26,Marcus Smith,LB,False,0,0,4,3,53,0,1,1,1,1,0
2014,ARI,27,Deone Bucannon,DB,False,0,4,32,29,84,0,1,0,0,0,0
2014,CAR,28,Kelvin Benjamin,WR,False,0,4,22,18,61,0,1,0,0,0,0
2014,NE,29,Dominique Easley,DT,False,0,0,7,4,41,0,1,1,1,1,0
2014,SF,30,Jimmie Ward,DB,False,0,6,31,25,126,0,1,0,0,0,0
2014,DEN,31,Bradley Roby,DB,False,0,4,26,14,135,0,1,0,0,0,0
2014,MIN,32,Teddy Bridgewater,QB,False,1,4,49,22,83,0,0,0,0,0,1
2015,TB,1,Jameis Winston,QB,False,1,5,63,54,108,0,0,0,0,0,1
2015,TEN,2,Marcus Mariota,QB,False,0,5,60,43,104,0,1,0,0,0,0
2015,JAX,3,Dante Fowler,OLB,False,0,3,31,5,159,0,1,0,1,0,0
2015,LV,4,Amari Cooper,WR,False,5,9,66,22,154,0,0,0,0,0,1
2015,WAS,5,Brandon Scherff,T,False,5,10,62,45,140,0,0,0,0,0,1
2015,NYJ,6,Leonard Williams,DE,False,3,10,78,26,175,0,0,0,0,0,1
2015,CHI,7,Kevin White,WR,False,0,0,3,2,30,0,1,1,1,1,0
2015,ATL,8,Vic Beasley,OLB,False,1,5,32,32,88,0,0,0,0,0,1
2015,NYG,9,Ereck Flowers,T,False,0,7,35,18,105,0,1,0,0,0,0
2015,LAR,10,Todd Gurley,RB,False,3,6,54,50,88,0,0,0,0,0,1
2015,MIN,11,Trae Waynes,CB,False,0,3,18,18,79,0,1,1,1,1,0
2015,CLE,12,Danny Shelton,NT,False,0,5,33,15,101,0,1,0,0,0,0
2015,NO,13,Andrus Peat,T,False,3,7,53,52,132,0,0,0,0,0,1
2015,MIA,14,DeVante Parker,WR,False,0,6,36,32,119,0,1,0,0,0,0
2015,LAC,15,Melvin Gordon,RB,False,2,7,51,38,112,0,0,0,0,0,1
2015,HOU,16,Kevin Johnson,CB,False,0,0,11,8,64,0,1,1,1,1,0
2015,SF,17,Arik Armstead,DT,False,0,7,45,40,149,0,1,0,0,0,0
2015,KC,18,Marcus Peters,CB,False,3,7,63,32,116,0,0,0,0,0,1
2015,CLE,19,Cameron Erving,C,False,0,3,28,6,98,0,1,0,1,0,0
2015,PHI,20,Nelson Agholor,WR,False,0,7,36,18,149,0,1,0,0,0,0
2015,CIN,21,Cedric Ogbuehi,T,False,0,2,17,11,67,0,1,1,1,1,0
2015,PIT,22,Bud Dupree,OLB,False,0,6,46,30,152,0,1,0,0,0,0
2015,DEN,23,Shane Ray,DE,False,0,1,12,12,49,0,1,1,1,1,0
2015,ARI,24,D.J. Humphries,T,False,1,7,45,44,108,0,0,0,0,0,1
2015,CAR,25,Shaq Thompson,OLB,False,0,8,43,41,135,0,1,0,0,0,0
2015,BAL,26,Breshad Perriman,WR,False,0,1,15,4,80,0,1,1,1,1,0
2015,DAL,27,Byron Jones,CB,False,1,7,38,29,109,0,0,0,0,0,1
2015,DET,28,Laken Tomlinson,G,False,1,10,55,11,173,0,0,0,0,0,1
2015,IND,29,Phillip Dorsett,WR,False,0,0,16,7,94,0,1,0,1,0,0
2015,GB,30,Damarious Randall,S,False,0,5,21,11,75,0,1,0,0,0,0
2015,NO,31,Stephone Anthony,ILB,False,0,1,10,9,62,0,1,1,1,1,0
2015,NE,32,Malcom Brown,DT,False,0,6,43,27,106,0,1,0,0,0,0
2016,LAR,1,Jared Goff,QB,False,5,9,106,44,151,0,0,0,0,0,1
2016,PHI,2,Carson Wentz,QB,False,1,6,63,43,103,0,0,0,0,0,1
2016,LAC,3,Joey Bosa,DE,False,5,7,62,56,122,0,0,0,0,0,1
2016,DAL,4,Ezekiel Elliott,RB,False,3,7,68,65,135,0,0,0,0,0,1
2016,JAX,5,Jalen Ramsey,CB,False,8,10,84,28,152,0,0,0,0,0,1
2016,BAL,6,Ronnie Stanley,T,False,2,8,64,64,120,0,0,0,0,0,1
2016,SF,7,DeForest Buckner,DE,False,3,9,76,34,151,0,0,0,0,0,1
2016,TEN,8,Jack Conklin,T,False,0,6,55,30,114,0,1,0,0,0,0
2016,CHI,9,Leonard Floyd,OLB,False,0,10,63,21,153,0,1,0,0,0,0
2016,NYG,10,Eli Apple,CB,False,0,5,28,9,104,0,1,0,0,0,0
2016,TB,11,Vernon Hargreaves III,CB,False,0,4,18,10,69,0,1,1,0,0,0
2016,NO,12,Sheldon Rankins,DT,False,0,6,41,15,133,0,1,0,0,0,0
2016,MIA,13,Laremy Tunsil,T,False,5,9,60,12,139,0,0,0,0,0,1
2016,LV,14,Karl Joseph,S,False,0,4,16,14,65,0,1,1,0,0,0
2016,CLE,15,Corey Coleman,WR,False,0,2,6,5,27,0,1,1,1,1,0
2016,DET,16,Taylor Decker,T,False,1,9,59,59,140,0,0,0,0,0,1
2016,ATL,17,Keanu Neal,S,False,1,3,25,17,89,0,0,0,1,0,0
2016,IND,18,Ryan Kelly,C,False,4,9,56,54,129,0,0,0,0,0,1
2016,BUF,19,Shaq Lawson,DE,False,0,1,24,15,110,0,1,0,1,0,0
2016,NYJ,20,Darron Lee,OLB,False,0,3,19,17,58,0,1,1,1,1,0
2016,HOU,21,Will Fuller,WR,False,0,5,24,24,55,0,1,0,0,0,0
2016,WAS,22,Josh Doctson,WR,False,0,2,9,9,34,0,1,1,1,1,0
2016,MIN,23,Laquon Treadwell,WR,False,0,2,8,5,93,0,1,1,1,1,0
2016,CIN,24,William Jackson III,CB,False,0,4,19,15,75,0,1,0,0,0,0
2016,PIT,25,Artie Burns,CB,False,0,1,17,14,90,0,1,0,1,0,0
2016,DEN,26,Paxton Lynch,QB,False,0,0,2,2,5,0,1,1,1,1,0
2016,GB,27,Kenny Clark,DT,False,3,9,63,60,157,0,0,0,0,0,1
2016,SF,28,Joshua Garnett,G,False,0,1,5,5,25,0,1,1,1,1,0
2016,ARI,29,Robert Nkemdiche,DT,False,0,0,6,5,38,0,1,1,1,1,0
2016,CAR,30,Vernon Butler,DT,False,0,2,13,8,77,0,1,1,1,1,0
2016,SEA,31,Germain Ifedi,G,False,0,4,38,29,117,0,1,0,0,0,0
2017,CLE,1,Myles Garrett,DE,False,7,9,104,104,134,0,0,0,0,0,1
2017,CHI,2,Mitchell Trubisky,QB,False,1,4,40,34,82,0,0,0,0,0,1
2017,SF,3,Solomon Thomas,DE,False,0,2,21,15,131,0,1,1,1,1,0
2017,JAX,4,Leonard Fournette,RB,False,0,5,38,19,81,0,1,0,0,0,0
2017,TEN,5,Corey Davis,WR,False,0,5,31,24,78,0,1,0,0,0,0
2017,NYJ,6,Jamal Adams,S,False,3,6,47,29,102,0,0,0,0,0,1
2017,LAC,7,Mike Williams,WR,False,0,4,38,37,106,0,1,0,0,0,0
2017,CAR,8,Christian McCaffrey,RB,False,4,6,86,43,112,0,0,0,0,0,1
2017,CIN,9,John Ross,WR,False,0,1,7,5,38,0,1,1,1,1,0
2017,KC,10,Patrick Mahomes,QB,False,6,8,115,115,126,0,0,0,0,0,1
2017,NO,11,Marshon Lattimore,CB,False,4,7,43,41,108,0,0,0,0,0,1
2017,HOU,12,Deshaun Watson,QB,False,3,4,58,52,73,0,0,0,0,0,1
2017,ARI,13,Haason Reddick,LB,False,2,6,47,14,137,0,0,0,0,0,1
2017,PHI,14,Derek Barnett,DE,False,0,3,27,22,112,0,1,0,1,0,0
2017,IND,15,Malik Hooker,S,False,0,6,26,13,112,0,1,0,0,0,0
2017,BAL,16,Marlon Humphrey,CB,False,4,8,62,62,131,0,0,0,0,0,1
2017,WAS,17,Jonathan Allen,DE,False,2,8,57,48,126,0,0,0,0,0,1
2017,TEN,18,Adoree' Jackson,CB,False,0,7,30,15,111,0,1,0,0,0,0
2017,TB,19,O.J. Howard,TE,False,0,4,13,12,72,0,1,1,0,0,0
2017,DEN,20,Garett Bolles,T,False,1,8,56,56,133,0,0,0,0,0,1
2017,DET,21,Jarrad Davis,LB,False,0,3,22,20,68,0,1,0,1,0,0
2017,MIA,22,Charles Harris,OLB,False,0,2,16,4,103,0,1,1,1,1,0
2017,NYG,23,Evan Engram,TE,False,2,8,37,18,124,0,0,0,0,0,1
2017,LV,24,Gareon Conley,CB,False,0,1,9,7,31,0,1,1,1,1,0
2017,CLE,25,Jabrill Peppers,S,False,0,5,32,11,113,0,1,0,0,0,0
2017,ATL,26,Takkarist McKinley,DE,False,0,2,16,13,71,0,1,1,1,1,0
2017,BUF,27,Tre'Davious White,CB,False,2,6,53,52,109,0,0,0,0,0,1
2017,DAL,28,Taco Charlton,DE,False,0,0,9,6,60,0,1,1,1,1,0
2017,CLE,29,David Njoku,TE,False,1,6,27,27,118,0,0,0,0,0,1
2017,PIT,30,T.J. Watt,OLB,False,8,9,96,96,135,0,0,0,0,0,1
2017,SF,31,Reuben Foster,LB,False,0,2,8,8,16,0,1,1,1,1,0
2017,NO,32,Ryan Ramczyk,T,False,0,6,64,64,101,0,1,0,0,0,0
2018,CLE,1,Baker Mayfield,QB,False,2,7,80,35,123,0,0,0,0,0,1
2018,NYG,2,Saquon Barkley,RB,False,3,7,65,40,106,0,0,0,0,0,1
2018,NYJ,3,Sam Darnold,QB,False,2,6,49,14,100,0,0,0,0,0,1
2018,CLE,4,Denzel Ward,CB,False,5,8,49,49,110,0,0,0,0,0,1
2018,DEN,5,Bradley Chubb,DE,False,2,4,41,25,90,0,0,0,0,0,1
2018,IND,6,Quenton Nelson,G,False,8,8,79,79,129,0,0,0,0,0,1
2018,BUF,7,Josh Allen,QB,False,4,8,111,111,128,0,0,0,0,0,1
2018,CHI,8,Roquan Smith,ILB,False,4,8,84,37,125,0,0,0,0,0,1
2018,SF,9,Mike McGlinchey,T,False,0,7,46,31,115,0,1,0,0,0,0
2018,ARI,10,Josh Rosen,QB,False,0,1,3,2,24,0,1,1,1,1,0
2018,MIA,11,Minkah Fitzpatrick,S,False,5,7,61,7,120,0,0,0,0,0,1
2018,TB,12,Vita Vea,DT,False,2,6,51,51,112,0,0,0,0,0,1
2018,WAS,13,Daron Payne,DT,False,1,8,53,53,130,0,0,0,0,0,1
2018,NO,14,Marcus Davenport,DE,False,0,2,22,18,77,0,1,0,1,0,0
2018,LV,15,Kolton Miller,T,False,0,7,42,42,113,0,1,0,0,0,0
2018,BUF,16,Tremaine Edmunds,ILB,False,2,8,62,44,119,0,0,0,0,0,1
2018,LAC,17,Derwin James,S,False,5,6,46,46,98,0,0,0,0,0,1
2018,GB,18,Jaire Alexander,CB,False,2,5,34,34,80,0,0,0,0,0,1
2018,DAL,19,Leighton Vander Esch,OLB,False,1,5,35,35,71,0,0,0,0,0,1
2018,DET,20,Frank Ragnow,C,False,4,6,51,51,96,0,0,0,0,0,1
2018,CIN,21,Billy Price,C,False,0,3,18,9,69,0,1,1,1,1,0
2018,TEN,22,Rashaan Evans,ILB,False,0,4,32,25,87,0,1,0,0,0,0
2018,NE,23,Isaiah Wynn,T,False,0,3,23,19,56,0,1,0,1,0,0
2018,CAR,24,D.J. Moore,WR,False,0,8,61,36,131,0,1,0,0,0,0
2018,BAL,25,Hayden Hurst,TE,False,0,1,17,6,88,0,1,0,1,0,0
2018,ATL,26,Calvin Ridley,WR,False,0,4,41,24,90,0,1,0,0,0,0
2018,SEA,27,Rashaad Penny,RB,False,0,0,13,13,45,0,1,1,1,1,0
2018,PIT,28,Terrell Edmunds,S,False,0,5,27,25,102,0,1,0,0,0,0
2018,JAX,29,Taven Bryan,DT,False,0,4,22,10,118,0,1,0,0,0,0
2018,MIN,30,Mike Hughes,CB,False,0,2,17,4,99,0,1,0,1,0,0
2018,NE,31,Sony Michel,RB,False,0,2,21,15,65,0,1,0,1,0,0
2018,BAL,32,Lamar Jackson,QB,False,4,7,110,110,116,0,0,0,0,0,1
2019,ARI,1,Kyler Murray,QB,False,2,5,71,71,87,0,0,0,0,0,1
2019,SF,2,Nick Bosa,DE,False,5,5,58,58,85,0,0,0,0,0,1
2019,NYJ,3,Quinnen Williams,DT,False,4,6,57,54,105,0,0,0,0,0,1
2019,LV,4,Clelin Ferrell,DE,False,0,4,24,12,98,0,1,1,0,0,0
2019,TB,5,Devin White,LB,False,1,6,51,45,100,0,0,0,0,0,1
2019,NYG,6,Daniel Jones,QB,False,0,6,52,40,83,0,1,0,0,0,0
2019,JAX,7,Josh Hines-Allen,LB,False,2,6,45,45,107,0,0,0,0,0,1
2019,DET,8,T.J. Hockenson,TE,False,2,4,33,16,97,0,0,0,0,0,1
2019,BUF,9,Ed Oliver,DT,False,0,5,43,43,95,0,1,0,0,0,0
2019,PIT,10,Devin Bush Jr.,LB,False,0,4,37,21,98,0,1,0,0,0,0
2019,CIN,11,Jonah Williams,G,False,0,5,37,31,74,0,1,0,0,0,0
2019,GB,12,Rashan Gary,LB,False,1,5,36,36,106,0,0,0,0,0,1
2019,MIA,13,Christian Wilkins,DT,False,0,5,35,34,86,0,1,0,0,0,0
2019,ATL,14,Chris Lindstrom,G,False,4,6,49,49,105,0,0,0,0,0,1
2019,WAS,15,Dwayne Haskins,QB,False,0,0,4,4,16,0,1,1,1,1,0
2019,CAR,16,Brian Burns,DE,False,3,6,53,34,114,0,0,0,0,0,1
2019,NYG,17,Dexter Lawrence,DT,False,3,6,55,55,109,0,0,0,0,0,1
2019,MIN,18,Garrett Bradbury,C,False,0,7,41,32,105,0,1,0,0,0,0
2019,TEN,19,Jeffery Simmons,DT,False,4,7,62,62,99,0,0,0,0,0,1
2019,DEN,20,Noah Fant,TE,False,0,5,26,14,110,0,1,0,0,0,0
2019,GB,21,Darnell Savage Jr.,S,False,0,6,24,21,97,0,1,0,0,0,0
2019,PHI,22,Andre Dillard,T,False,0,1,12,6,69,0,1,1,1,1,0
2019,HOU,23,Tytus Howard,T,False,0,6,36,36,93,0,1,0,0,0,0
2019,LV,24,Josh Jacobs,RB,False,3,7,57,38,105,0,0,0,0,0,1
2019,BAL,25,Marquise Brown,WR,False,0,4,39,24,90,0,1,0,0,0,0
2019,WAS,26,Montez Sweat,DE,False,1,6,48,28,109,0,0,0,0,0,1
2019,LV,27,Johnathan Abram,S,False,0,2,13,10,55,0,1,1,1,1,0
2019,LAC,28,Jerry Tillery,DT,False,0,2,26,14,113,0,1,0,1,0,0
2019,SEA,29,L.J. Collier,DE,False,0,2,16,10,67,0,1,0,1,0,0
2019,NYG,30,Deandre Baker,CB,False,0,1,6,5,26,0,1,1,1,1,0
2019,ATL,31,Kaleb McGary,T,False,0,6,39,39,93,0,1,0,0,0,0
2019,NE,32,N'Keal Harry,WR,False,0,1,7,6,49,0,1,1,1,1,0
2020,CIN,1,Joe Burrow,QB,False,3,5,63,63,77,1,0,0,0,0,0
2020,WAS,2,Chase Young,DE,False,1,2,29,20,72,1,0,0,0,0,0
2020,DET,3,Jeff Okudah,CB,False,0,2,11,7,50,1,1,0,0,0,0
2020,NYG,4,Andrew Thomas,T,False,0,6,33,33,74,1,1,0,0,0,0
2020,MIA,5,Tua Tagovailoa,QB,False,1,6,52,52,78,1,0,0,0,0,0
2020,LAC,6,Justin Herbert,QB,False,2,6,74,74,95,1,0,0,0,0,0
2020,CAR,7,Derrick Brown,DT,False,1,5,35,35,84,1,0,0,0,0,0
2020,ARI,8,Isaiah Simmons,LB,False,0,2,20,17,89,1,1,0,0,0,0
2020,JAX,9,C.J. Henderson,CB,False,0,2,13,4,53,1,1,0,0,0,0
2020,CLE,10,Jedrick Wills Jr.,T,False,0,3,24,24,58,1,1,0,0,0,0
2020,NYJ,11,Mekhi Becton,T,False,0,4,21,8,61,1,1,0,0,0,0
2020,LVR,12,Henry Ruggs III,WR,False,0,1,8,8,20,1,1,0,0,0,0
2020,TB,13,Tristan Wirfs,T,False,5,6,64,64,91,1,0,0,0,0,0
2020,SF,14,Javon Kinlaw,DT,False,0,3,27,14,75,1,1,0,0,0,0
2020,DEN,15,Jerry Jeudy,WR,False,1,5,31,22,91,1,0,0,0,0,0
2020,ATL,16,AJ Terrell,CB,False,0,6,31,31,93,1,1,0,0,0,0
2020,DAL,17,CeeDee Lamb,WR,False,5,6,65,65,95,1,0,0,0,0,0
2020,MIA,18,Austin Jackson,T,False,0,4,24,24,62,1,1,0,0,0,0
2020,LVR,19,Damon Arnette,CB,False,0,0,2,2,15,1,1,0,0,0,0
2020,JAX,20,K'Lavon Chaisson,DE,False,0,1,17,7,88,1,1,0,0,0,0
2020,PHI,21,Jalen Reagor,WR,False,0,2,10,7,64,1,1,0,0,0,0
2020,MIN,22,Justin Jefferson,WR,False,4,6,65,65,94,1,0,0,0,0,0
2020,LAC,23,Kenneth Murray,LB,False,0,5,32,22,90,1,1,0,0,0,0
2020,NO,24,Cesar Ruiz,C,False,0,6,29,29,89,1,1,0,0,0,0
2020,SF,25,Brandon Aiyuk,WR,False,0,5,39,39,69,1,1,0,0,0,0
2020,GB,26,Jordan Love,QB,False,0,3,42,42,57,1,1,0,0,0,0
2020,SEA,27,Jordyn Brooks,LB,False,0,5,43,20,97,1,1,0,0,0,0
2020,BAL,28,Patrick Queen,LB,False,2,6,54,39,101,1,0,0,0,0,0
2020,TEN,29,Isaiah Wilson,T,False,0,0,0,0,1,1,1,0,0,0,0
2020,MIA,30,Noah Igbinoghene,CB,False,0,1,7,4,69,1,1,0,0,0,0
2020,MIN,31,Jeff Gladney,CB,False,0,1,5,5,16,1,1,0,0,0,0
2020,KC,32,Clyde Edwards-Helaire,RB,False,0,1,18,18,52,1,1,0,0,0,0
2021,JAX,1,Trevor Lawrence,QB,False,1,5,52,52,77,1,0,0,0,0,0
2021,NYJ,2,Zach Wilson,QB,False,0,3,13,13,38,1,1,0,0,0,0
2021,SF,3,Trey Lance,QB,False,0,0,6,4,16,1,1,0,0,0,0
2021,ATL,4,Kyle Pitts,TE,False,1,5,28,28,78,1,0,0,0,0,0
2021,CIN,5,Ja'Marr Chase,WR,False,5,5,58,58,78,1,0,0,0,0,0
2021,MIA,6,Jaylen Waddle,WR,False,0,5,41,41,78,1,1,0,0,0,0
2021,DET,7,Penei Sewell,OL,False,4,5,64,64,83,1,0,0,0,0,0
2021,CAR,8,Jaycee Horn,DB,False,2,3,22,22,53,1,0,0,0,0,0
2021,DEN,9,Patrick Surtain II,DB,False,4,5,51,51,80,1,0,0,0,0,0
2021,PHI,10,DeVonta Smith,WR,False,0,5,47,47,80,1,1,0,0,0,0
2021,CHI,11,Justin Fields,QB,False,0,4,44,34,59,1,1,0,0,0,0
2021,DAL,12,Micah Parsons,LB,False,5,4,67,56,77,1,0,0,0,0,0
2021,LAC,13,Rashawn Slater,OL,False,2,3,32,32,51,1,0,0,0,0,0
2021,NYJ,14,Alijah Vera-Tucker,OL,False,0,2,14,14,43,1,1,0,0,0,0
2021,NE,15,Mac Jones,QB,False,1,3,34,24,63,1,0,0,0,0,0
2021,ARI,16,Zaven Collins,LB,False,0,4,24,24,84,1,1,0,0,0,0
2021,LVR,17,Alex Leatherwood,OL,False,0,1,8,8,21,1,1,0,0,0,0
2021,MIA,18,Jaelan Phillips,DL,False,0,2,23,19,63,1,1,0,0,0,0
2021,WAS,19,Jamin Davis,LB,False,0,2,16,16,56,1,1,0,0,0,0
2021,NYG,20,Kadarius Toney,WR,False,0,0,7,3,35,1,1,0,0,0,0
2021,IND,21,Kwity Paye,DL,False,0,5,32,32,75,1,1,0,0,0,0
2021,TEN,22,Caleb Farley,DB,False,0,0,2,1,21,1,1,0,0,0,0
2021,MIN,23,Christian Darrisaw,OL,False,0,4,26,26,58,1,1,0,0,0,0
2021,PIT,24,Najee Harris,RB,False,1,4,30,29,71,1,0,0,0,0,0
2021,JAX,25,Travis Etienne,RB,False,0,4,33,33,66,1,1,0,0,0,0
