season,week,game_id,team,opp,home,plays,yards,top_seconds,turnovers,points_for,points_against,win
2020,12,2020_12_LV_ATL,ATL,LV,1,72,304.0,2098,1,43,6,1
2020,12,2020_12_LV_ATL,LV,ATL,0,58,243.0,1502,5,6,43,0
2020,12,2020_12_MIA_NYJ,MIA,NYJ,0,68,345.0,1957,2,20,3,1
2020,12,2020_12_MIA_NYJ,NYJ,MIA,1,53,260.0,1643,2,3,20,0
2020,12,2020_12_NO_DEN,DEN,NO,1,43,112.0,1454,3,3,31,0
2020,12,2020_12_NO_DEN,NO,DEN,0,63,292.0,2146,1,31,3,1
2020,12,2020_12_NYG_CIN,CIN,NYG,1,46,155.0,1354,3,17,19,0
2020,12,2020_12_NYG_CIN,NYG,CIN,0,80,386.0,2246,1,19,17,1
2020,12,2020_12_SEA_PHI,PHI,SEA,1,67,252.0,1623,1,17,23,0
2020,12,2020_12_SEA_PHI,SEA,PHI,0,63,301.0,1977,0,23,17,1
2020,12,2020_12_SF_LA,LA,SF,1,61,308.0,1557,4,20,23,0
2020,12,2020_12_SF_LA,SF,LA,0,70,345.0,2043,3,23,20,1
2020,12,2020_12_TEN_IND,IND,TEN,1,69,336.0,1467,1,26,45,0
2020,12,2020_12_TEN_IND,TEN,IND,0,68,449.0,2133,0,45,26,1
2020,12,2020_12_WAS_DAL,DAL,WAS,1,57,247.0,1444,2,16,41,0
2020,12,2020_12_WAS_DAL,WAS,DAL,0,66,338.0,2156,1,41,16,1
2020,13,2020_13_BUF_SF,BUF,SF,0,68,449.0,2098,1,34,24,1
2020,13,2020_13_BUF_SF,SF,BUF,1,60,402.0,1502,2,24,34,0
2020,13,2020_13_CIN_MIA,CIN,MIA,0,50,196.0,1664,2,7,19,0
2020,13,2020_13_CIN_MIA,MIA,CIN,1,67,406.0,1936,1,19,7,1
2020,13,2020_13_CLE_TEN,CLE,TEN,0,70,458.0,2206,1,41,35,1
2020,13,2020_13_CLE_TEN,TEN,CLE,1,68,433.0,1394,3,35,41,0
2020,13,2020_13_DAL_BAL,BAL,DAL,1,54,401.0,1654,1,34,17,1
2020,13,2020_13_DAL_BAL,DAL,BAL,0,77,388.0,1946,1,17,34,0
2020,13,2020_13_DEN_KC,DEN,KC,0,62,330.0,1831,2,16,22,0
2020,13,2020_13_DEN_KC,KC,DEN,1,63,447.0,1769,0,22,16,1
2020,13,2020_13_DET_CHI,CHI,DET,1,67,389.0,1938,1,30,34,0
2020,13,2020_13_DET_CHI,DET,CHI,0,66,460.0,1662,1,34,30,1
2020,13,2020_13_IND_HOU,HOU,IND,1,62,398.0,1588,2,20,26,0
2020,13,2020_13_IND_HOU,IND,HOU,0,67,371.0,2012,0,26,20,1
2020,13,2020_13_JAX_MIN,JAX,MIN,0,70,392.0,1838,4,24,27,0
2020,13,2020_13_JAX_MIN,MIN,JAX,1,85,420.0,2253,2,27,24,1
2020,13,2020_13_LA_ARI,ARI,LA,1,62,232.0,1267,3,28,38,0
2020,13,2020_13_LA_ARI,LA,ARI,0,79,463.0,2333,0,38,28,1
2020,13,2020_13_LV_NYJ,LV,NYJ,0,74,440.0,1861,2,31,28,1
2020,13,2020_13_LV_NYJ,NYJ,LV,1,61,378.0,1739,3,28,31,0
2020,13,2020_13_NE_LAC,LAC,NE,1,71,258.0,1579,2,0,45,0
2020,13,2020_13_NE_LAC,NE,LAC,0,66,291.0,2021,0,45,0,1
2020,13,2020_13_NO_ATL,ATL,NO,1,63,332.0,1386,1,16,21,0
2020,13,2020_13_NO_ATL,NO,ATL,0,75,424.0,2214,1,21,16,1
2020,13,2020_13_NYG_SEA,NYG,SEA,0,56,292.0,1789,1,17,12,1
2020,13,2020_13_NYG_SEA,SEA,NYG,1,70,327.0,1811,2,12,17,0
2020,13,2020_13_PHI_GB,GB,PHI,1,61,437.0,1899,0,30,16,1
2020,13,2020_13_PHI_GB,PHI,GB,0,59,278.0,1701,1,16,30,0
2020,13,2020_13_WAS_PIT,PIT,WAS,1,67,326.0,1774,1,17,23,0
2020,13,2020_13_WAS_PIT,WAS,PIT,0,70,318.0,1826,0,23,17,1
2020,14,2020_14_ARI_NYG,ARI,NYG,0,79,390.0,2273,0,26,7,1
2020,14,2020_14_ARI_NYG,NYG,ARI,1,49,159.0,1327,3,7,26,0
2020,14,2020_14_ATL_LAC,ATL,LAC,0,55,319.0,1545,3,17,20,0
2020,14,2020_14_ATL_LAC,LAC,ATL,1,71,345.0,2055,1,20,17,1
2020,14,2020_14_BAL_CLE,BAL,CLE,0,58,387.0,1683,0,47,42,1
2020,14,2020_14_BAL_CLE,CLE,BAL,1,77,495.0,1917,1,42,47,0
2020,14,2020_14_DAL_CIN,CIN,DAL,1,70,309.0,2081,3,7,30,0
2020,14,2020_14_DAL_CIN,DAL,CIN,0,50,272.0,1519,0,30,7,1
2020,14,2020_14_DEN_CAR,CAR,DEN,1,65,370.0,1828,0,27,32,0
2020,14,2020_14_DEN_CAR,DEN,CAR,0,59,365.0,1772,1,32,27,1
2020,14,2020_14_GB_DET,DET,GB,1,59,293.0,1470,0,24,31,0
2020,14,2020_14_GB_DET,GB,DET,0,64,410.0,2130,0,31,24,1
2020,14,2020_14_HOU_CHI,CHI,HOU,1,59,410.0,1774,1,36,7,1
2020,14,2020_14_HOU_CHI,HOU,CHI,0,64,263.0,1826,1,7,36,0
2020,14,2020_14_IND_LV,IND,LV,0,59,456.0,1715,0,44,27,1
2020,14,2020_14_IND_LV,LV,IND,1,68,424.0,1885,3,27,44,0
2020,14,2020_14_KC_MIA,KC,MIA,0,61,448.0,1710,4,33,27,1
2020,14,2020_14_KC_MIA,MIA,KC,1,77,367.0,1890,1,27,33,0
2020,14,2020_14_MIN_TB,MIN,TB,0,77,337.0,2343,1,14,26,0
2020,14,2020_14_MIN_TB,TB,MIN,1,49,303.0,1257,0,26,14,1
2020,14,2020_14_NE_LA,LA,NE,1,62,318.0,1906,1,24,3,1
2020,14,2020_14_NE_LA,NE,LA,0,58,220.0,1694,1,3,24,0
2020,14,2020_14_NO_PHI,NO,PHI,0,63,358.0,1784,2,21,24,0
2020,14,2020_14_NO_PHI,PHI,NO,1,66,413.0,1816,1,24,21,1
2020,14,2020_14_NYJ_SEA,NYJ,SEA,0,52,185.0,1532,1,3,40,0
2020,14,2020_14_NYJ_SEA,SEA,NYJ,1,69,410.0,2068,1,40,3,1
2020,14,2020_14_PIT_BUF,BUF,PIT,1,71,334.0,2115,2,26,15,1
2020,14,2020_14_PIT_BUF,PIT,BUF,0,56,226.0,1485,2,15,26,0
2020,14,2020_14_TEN_JAX,JAX,TEN,1,69,354.0,1697,1,10,31,0
2020,14,2020_14_TEN_JAX,TEN,JAX,0,65,454.0,1903,1,31,10,1
2020,14,2020_14_WAS_SF,SF,WAS,1,77,346.0,1931,3,15,23,0
2020,14,2020_14_WAS_SF,WAS,SF,0,62,193.0,1669,1,23,15,1
2020,15,2020_15_BUF_DEN,BUF,DEN,0,65,534.0,2030,0,48,19,1
2020,15,2020_15_BUF_DEN,DEN,BUF,1,63,255.0,1570,2,19,48,0
2020,15,2020_15_CAR_GB,CAR,GB,0,65,364.0,1851,1,16,24,0
2020,15,2020_15_CAR_GB,GB,CAR,1,61,291.0,1749,0,24,16,1
2020,15,2020_15_CHI_MIN,CHI,MIN,0,64,397.0,1979,1,33,27,1
2020,15,2020_15_CHI_MIN,MIN,CHI,1,66,407.0,1621,1,27,33,0
2020,15,2020_15_CLE_NYG,CLE,NYG,0,63,392.0,2043,0,20,6,1
2020,15,2020_15_CLE_NYG,NYG,CLE,1,54,288.0,1557,0,6,20,0
2020,15,2020_15_DET_TEN,DET,TEN,0,65,430.0,1898,3,25,46,0
2020,15,2020_15_DET_TEN,TEN,DET,1,67,465.0,1702,0,46,25,1
2020,15,2020_15_HOU_IND,HOU,IND,0,67,425.0,1850,2,20,27,0
2020,15,2020_15_HOU_IND,IND,HOU,1,53,350.0,1750,0,27,20,1
2020,15,2020_15_JAX_BAL,BAL,JAX,1,64,409.0,1908,1,40,14,1
2020,15,2020_15_JAX_BAL,JAX,BAL,0,56,267.0,1692,1,14,40,0
2020,15,2020_15_KC_NO,KC,NO,0,93,413.0,2474,1,32,29,1
2020,15,2020_15_KC_NO,NO,KC,1,53,285.0,1126,1,29,32,0
2020,15,2020_15_LAC_LV,LAC,LV,0,62,402.0,1860,0,30,27,1
2020,15,2020_15_LAC_LV,LV,LAC,1,75,449.0,2251,1,27,30,0
2020,15,2020_15_NE_MIA,MIA,NE,1,71,385.0,2246,1,22,12,1
2020,15,2020_15_NE_MIA,NE,MIA,0,52,303.0,1354,1,12,22,0
2020,15,2020_15_NYJ_LA,LA,NYJ,1,56,303.0,1545,1,20,23,0
2020,15,2020_15_NYJ_LA,NYJ,LA,0,64,289.0,2055,0,23,20,1
2020,15,2020_15_PHI_ARI,ARI,PHI,1,68,526.0,1667,3,33,26,1
2020,15,2020_15_PHI_ARI,PHI,ARI,0,81,422.0,1933,0,26,33,0
2020,15,2020_15_PIT_CIN,CIN,PIT,1,56,230.0,1923,0,27,17,1
2020,15,2020_15_PIT_CIN,PIT,CIN,0,62,244.0,1677,3,17,27,0
2020,15,2020_15_SEA_WAS,SEA,WAS,0,53,302.0,1664,1,20,15,1
2020,15,2020_15_SEA_WAS,WAS,SEA,1,80,353.0,1936,2,15,20,0
2020,15,2020_15_SF_DAL,DAL,SF,1,58,291.0,1504,1,41,33,1
2020,15,2020_15_SF_DAL,SF,DAL,0,81,458.0,2096,3,33,41,0
2020,15,2020_15_TB_ATL,ATL,TB,1,65,369.0,1691,0,27,31,0
2020,15,2020_15_TB_ATL,TB,ATL,0,66,416.0,1909,0,31,27,1
2020,16,2020_16_ATL_KC,ATL,KC,0,62,367.0,1992,1,14,17,0
2020,16,2020_16_ATL_KC,KC,ATL,1,66,395.0,1608,2,17,14,1
2020,16,2020_16_BUF_NE,BUF,NE,0,71,474.0,2381,0,38,9,1
2020,16,2020_16_BUF_NE,NE,BUF,1,48,201.0,1219,0,9,38,0
2020,16,2020_16_CAR_WAS,CAR,WAS,0,67,280.0,2136,3,20,13,1
2020,16,2020_16_CAR_WAS,WAS,CAR,1,69,386.0,1464,3,13,20,0
2020,16,2020_16_CHI_JAX,CHI,JAX,0,70,391.0,1980,1,41,17,1
2020,16,2020_16_CHI_JAX,JAX,CHI,1,54,279.0,1620,2,17,41,0
2020,16,2020_16_CIN_HOU,CIN,HOU,0,71,540.0,2170,0,37,31,1
2020,16,2020_16_CIN_HOU,HOU,CIN,1,51,488.0,1430,1,31,37,0
2020,16,2020_16_CLE_NYJ,CLE,NYJ,0,75,299.0,1692,2,16,23,0
2020,16,2020_16_CLE_NYJ,NYJ,CLE,1,69,333.0,1908,0,23,16,1
2020,16,2020_16_DEN_LAC,DEN,LAC,0,77,396.0,1989,2,16,19,0
2020,16,2020_16_DEN_LAC,LAC,DEN,1,55,316.0,1611,0,19,16,1
2020,16,2020_16_IND_PIT,IND,PIT,0,67,365.0,1948,2,24,28,0
2020,16,2020_16_IND_PIT,PIT,IND,1,64,354.0,1652,0,28,24,1
2020,16,2020_16_LA_SEA,LA,SEA,0,75,334.0,1970,1,9,20,0
2020,16,2020_16_LA_SEA,SEA,LA,1,61,292.0,1630,0,20,9,1
2020,16,2020_16_MIA_LV,LV,MIA,1,61,418.0,1619,1,25,26,0
2020,16,2020_16_MIA_LV,MIA,LV,0,63,383.0,1981,0,26,25,1
2020,16,2020_16_MIN_NO,MIN,NO,0,61,364.0,1393,0,33,52,0
2020,16,2020_16_MIN_NO,NO,MIN,1,73,583.0,2207,2,52,33,1
2020,16,2020_16_NYG_BAL,BAL,NYG,1,66,432.0,2109,1,27,13,1
2020,16,2020_16_NYG_BAL,NYG,BAL,0,59,269.0,1491,0,13,27,0
2020,16,2020_16_PHI_DAL,DAL,PHI,1,66,513.0,1838,1,37,17,1
2020,16,2020_16_PHI_DAL,PHI,DAL,0,71,477.0,1762,3,17,37,0
2020,16,2020_16_SF_ARI,ARI,SF,1,81,350.0,1936,2,12,20,0
2020,16,2020_16_SF_ARI,SF,ARI,0,55,398.0,1664,1,20,12,1
2020,16,2020_16_TB_DET,DET,TB,1,50,186.0,1447,2,7,47,0
2020,16,2020_16_TB_DET,TB,DET,0,70,588.0,2153,0,47,7,1
2020,16,2020_16_TEN_GB,GB,TEN,1,64,448.0,2197,1,40,14,1
2020,16,2020_16_TEN_GB,TEN,GB,0,55,260.0,1403,2,14,40,0
2020,17,2020_17_ARI_LA,ARI,LA,0,49,214.0,1329,1,7,18,0
2020,17,2020_17_ARI_LA,LA,ARI,1,70,333.0,2271,2,18,7,1
2020,17,2020_17_ATL_TB,ATL,TB,0,71,385.0,1992,2,27,44,0
2020,17,2020_17_ATL_TB,TB,ATL,1,64,485.0,1608,1,44,27,1
2020,17,2020_17_BAL_CIN,BAL,CIN,0,73,525.0,2431,1,38,3,1
2020,17,2020_17_BAL_CIN,CIN,BAL,1,40,195.0,1169,2,3,38,0
2020,17,2020_17_DAL_NYG,DAL,NYG,0,80,307.0,1953,1,19,23,0
2020,17,2020_17_DAL_NYG,NYG,DAL,1,55,336.0,1647,2,23,19,1
2020,17,2020_17_GB_CHI,CHI,GB,1,74,356.0,2128,3,16,35,0
2020,17,2020_17_GB_CHI,GB,CHI,0,44,316.0,1472,0,35,16,1
2020,17,2020_17_JAX_IND,IND,JAX,1,65,439.0,2018,1,28,14,1
2020,17,2020_17_JAX_IND,JAX,IND,0,65,283.0,1582,1,14,28,0
2020,17,2020_17_LAC_KC,KC,LAC,1,50,268.0,1511,0,21,38,0
2020,17,2020_17_LAC_KC,LAC,KC,0,70,418.0,2089,1,38,21,1
2020,17,2020_17_LV_DEN,DEN,LV,1,76,448.0,2000,0,31,32,0
2020,17,2020_17_LV_DEN,LV,DEN,0,65,467.0,1600,4,32,31,1
2020,17,2020_17_MIA_BUF,BUF,MIA,1,64,455.0,1642,2,56,26,1
2020,17,2020_17_MIA_BUF,MIA,BUF,0,81,454.0,1958,4,26,56,0
2020,17,2020_17_MIN_DET,DET,MIN,1,56,417.0,1487,1,35,37,0
2020,17,2020_17_MIN_DET,MIN,DET,0,74,508.0,2113,1,37,35,1
2020,17,2020_17_NO_CAR,CAR,NO,1,60,320.0,1746,5,7,33,0
2020,17,2020_17_NO_CAR,NO,CAR,0,64,347.0,1854,0,33,7,1
2020,17,2020_17_NYJ_NE,NE,NYJ,1,63,404.0,1588,0,28,14,1
2020,17,2020_17_NYJ_NE,NYJ,NE,0,62,350.0,2012,2,14,28,0
2020,17,2020_17_PIT_CLE,CLE,PIT,1,62,358.0,1930,0,24,22,1
2020,17,2020_17_PIT_CLE,PIT,CLE,0,66,394.0,1670,1,22,24,0
2020,17,2020_17_SEA_SF,SEA,SF,0,65,280.0,1660,0,26,23,1
2020,17,2020_17_SEA_SF,SF,SEA,1,64,328.0,1940,1,23,26,0
2020,17,2020_17_TEN_HOU,HOU,TEN,1,62,457.0,1736,1,38,41,0
2020,17,2020_17_TEN_HOU,TEN,HOU,0,70,492.0,1864,1,41,38,1
2020,17,2020_17_WAS_PHI,PHI,WAS,1,65,216.0,1752,3,14,20,0
2020,17,2020_17_WAS_PHI,WAS,PHI,0,62,248.0,1848,2,20,14,1
2021,1,2021_01_ARI_TEN,ARI,TEN,0,67,416.0,2001,1,38,13,1
2021,1,2021_01_ARI_TEN,TEN,ARI,1,64,248.0,1599,3,13,38,0
2021,1,2021_01_BAL_LV,BAL,LV,0,67,406.0,1934,2,27,33,0
2021,1,2021_01_BAL_LV,LV,BAL,1,80,491.0,2048,1,33,27,1
2021,1,2021_01_CHI_LA,CHI,LA,0,69,322.0,2114,2,14,34,0
2021,1,2021_01_CHI_LA,LA,CHI,1,50,386.0,1486,0,34,14,1
2021,1,2021_01_CLE_KC,CLE,KC,0,57,459.0,1633,2,29,33,0
2021,1,2021_01_CLE_KC,KC,CLE,1,62,397.0,1967,0,33,29,1
2021,1,2021_01_DAL_TB,DAL,TB,0,77,451.0,2067,1,29,31,0
2021,1,2021_01_DAL_TB,TB,DAL,1,64,431.0,1533,4,31,29,1
2021,1,2021_01_DEN_NYG,DEN,NYG,0,66,420.0,2108,1,27,13,1
2021,1,2021_01_DEN_NYG,NYG,DEN,1,59,314.0,1492,1,13,27,0
2021,1,2021_01_GB_NO,GB,NO,0,52,229.0,1524,3,3,38,0
2021,1,2021_01_GB_NO,NO,GB,1,60,322.0,2076,0,38,3,1
2021,1,2021_01_JAX_HOU,HOU,JAX,1,75,449.0,2104,0,37,21,1
2021,1,2021_01_JAX_HOU,JAX,HOU,0,68,395.0,1496,3,21,37,0
2021,1,2021_01_LAC_WAS,LAC,WAS,0,78,424.0,2163,2,20,16,1
2021,1,2021_01_LAC_WAS,WAS,LAC,1,49,259.0,1437,1,16,20,0
2021,1,2021_01_MIA_NE,MIA,NE,0,52,259.0,1397,1,17,16,1
2021,1,2021_01_MIA_NE,NE,MIA,1,70,393.0,2203,2,16,17,0
2021,1,2021_01_MIN_CIN,CIN,MIN,1,68,366.0,2091,0,27,24,1
2021,1,2021_01_MIN_CIN,MIN,CIN,0,75,403.0,2109,1,24,27,0
2021,1,2021_01_NYJ_CAR,CAR,NYJ,1,63,381.0,1880,1,19,14,1
2021,1,2021_01_NYJ_CAR,NYJ,CAR,0,62,254.0,1720,1,14,19,0
2021,1,2021_01_PHI_ATL,ATL,PHI,1,64,260.0,1738,0,6,32,0
2021,1,2021_01_PHI_ATL,PHI,ATL,0,68,436.0,1862,0,32,6,1
2021,1,2021_01_PIT_BUF,BUF,PIT,1,79,371.0,1997,1,16,23,0
2021,1,2021_01_PIT_BUF,PIT,BUF,0,55,252.0,1603,0,23,16,1
2021,1,2021_01_SEA_IND,IND,SEA,1,72,336.0,2147,1,16,28,0
2021,1,2021_01_SEA_IND,SEA,IND,0,53,381.0,1453,1,28,16,1
2021,1,2021_01_SF_DET,DET,SF,1,86,434.0,2007,1,33,41,0
2021,1,2021_01_SF_DET,SF,DET,0,55,442.0,1639,2,41,33,1
2021,2,2021_02_ATL_TB,ATL,TB,0,70,350.0,2011,3,25,48,0
2021,2,2021_02_ATL_TB,TB,ATL,1,60,341.0,1589,1,48,25,1
2021,2,2021_02_BUF_MIA,BUF,MIA,0,64,314.0,1706,3,35,0,1
2021,2,2021_02_BUF_MIA,MIA,BUF,1,70,216.0,1894,2,0,35,0
2021,2,2021_02_CIN_CHI,CHI,CIN,1,61,206.0,1881,1,20,17,1
2021,2,2021_02_CIN_CHI,CIN,CHI,0,55,248.0,1719,4,17,20,0
2021,2,2021_02_DAL_LAC,DAL,LAC,0,60,419.0,1743,1,20,17,1
2021,2,2021_02_DAL_LAC,LAC,DAL,1,63,410.0,1857,2,17,20,0
2021,2,2021_02_DEN_JAX,DEN,JAX,0,67,398.0,2332,0,23,13,1
2021,2,2021_02_DEN_JAX,JAX,DEN,1,51,189.0,1413,2,13,23,0
2021,2,2021_02_DET_GB,DET,GB,0,56,344.0,1595,2,17,35,0
2021,2,2021_02_DET_GB,GB,DET,1,61,323.0,2005,0,35,17,1
2021,2,2021_02_HOU_CLE,CLE,HOU,1,57,355.0,2105,3,31,21,1
2021,2,2021_02_HOU_CLE,HOU,CLE,0,58,302.0,1495,1,21,31,0
2021,2,2021_02_KC_BAL,BAL,KC,1,70,481.0,2159,2,36,35,1
2021,2,2021_02_KC_BAL,KC,BAL,0,49,405.0,1441,2,35,36,0
2021,2,2021_02_LA_IND,IND,LA,1,66,356.0,1892,2,24,27,0
2021,2,2021_02_LA_IND,LA,IND,0,60,371.0,1708,2,27,24,1
2021,2,2021_02_LV_PIT,LV,PIT,0,64,425.0,2062,0,26,17,1
2021,2,2021_02_LV_PIT,PIT,LV,1,56,331.0,1538,1,17,26,0
2021,2,2021_02_MIN_ARI,ARI,MIN,1,60,474.0,1912,2,34,33,1
2021,2,2021_02_MIN_ARI,MIN,ARI,0,60,419.0,1688,0,33,34,0
2021,2,2021_02_NE_NYJ,NE,NYJ,0,57,260.0,1672,0,25,6,1
2021,2,2021_02_NE_NYJ,NYJ,NE,1,68,336.0,1928,4,6,25,0
2021,2,2021_02_NO_CAR,CAR,NO,1,73,383.0,2312,1,26,7,1
2021,2,2021_02_NO_CAR,NO,CAR,0,43,128.0,1288,2,7,26,0
2021,2,2021_02_NYG_WAS,NYG,WAS,0,64,391.0,1904,0,29,30,0
2021,2,2021_02_NYG_WAS,WAS,NYG,1,69,407.0,1696,1,30,29,1
2021,2,2021_02_SF_PHI,PHI,SF,1,56,330.0,1506,0,11,17,0
2021,2,2021_02_SF_PHI,SF,PHI,0,68,306.0,2094,0,17,11,1
2021,2,2021_02_TEN_SEA,SEA,TEN,1,52,397.0,1362,0,30,33,0
2021,2,2021_02_TEN_SEA,TEN,SEA,0,83,532.0,2553,1,33,30,1
2021,3,2021_03_ARI_JAX,ARI,JAX,0,64,407.0,1974,1,31,19,1
2021,3,2021_03_ARI_JAX,JAX,ARI,1,66,361.0,1626,4,19,31,0
2021,3,2021_03_ATL_NYG,ATL,NYG,0,59,296.0,1689,1,17,14,1
2021,3,2021_03_ATL_NYG,NYG,ATL,1,65,348.0,1911,1,14,17,0
2021,3,2021_03_BAL_DET,BAL,DET,0,57,387.0,1646,1,19,17,1
2021,3,2021_03_BAL_DET,DET,BAL,1,60,285.0,1954,0,17,19,0
2021,3,2021_03_CAR_HOU,CAR,HOU,0,70,407.0,2145,0,24,9,1
2021,3,2021_03_CAR_HOU,HOU,CAR,1,49,193.0,1455,0,9,24,0
2021,3,2021_03_CHI_CLE,CHI,CLE,0,42,47.0,1226,0,6,26,0
2021,3,2021_03_CHI_CLE,CLE,CHI,1,78,418.0,2374,0,26,6,1
2021,3,2021_03_CIN_PIT,CIN,PIT,0,42,268.0,1478,1,24,10,1
2021,3,2021_03_CIN_PIT,PIT,CIN,1,77,342.0,2122,2,10,24,0
2021,3,2021_03_GB_SF,GB,SF,0,59,353.0,1808,0,30,28,1
2021,3,2021_03_GB_SF,SF,GB,1,65,298.0,1792,2,28,30,0
2021,3,2021_03_IND_TEN,IND,TEN,0,57,265.0,1554,0,16,25,0
2021,3,2021_03_IND_TEN,TEN,IND,1,66,370.0,2046,3,25,16,1
2021,3,2021_03_LAC_KC,KC,LAC,1,76,437.0,1951,4,24,30,0
2021,3,2021_03_LAC_KC,LAC,KC,0,62,354.0,1649,0,30,24,1
2021,3,2021_03_MIA_LV,LV,MIA,1,81,497.0,2327,1,31,28,1
2021,3,2021_03_MIA_LV,MIA,LV,0,79,332.0,1873,0,28,31,0
2021,3,2021_03_NO_NE,NE,NO,1,70,300.0,1632,3,13,28,0
2021,3,2021_03_NO_NE,NO,NE,0,62,252.0,1968,0,28,13,1
2021,3,2021_03_NYJ_DEN,DEN,NYJ,1,64,343.0,2147,1,26,0,1
2021,3,2021_03_NYJ_DEN,NYJ,DEN,0,53,162.0,1453,2,0,26,0
2021,3,2021_03_PHI_DAL,DAL,PHI,1,71,380.0,2098,1,41,21,1
2021,3,2021_03_PHI_DAL,PHI,DAL,0,53,367.0,1502,2,21,41,0
2021,3,2021_03_SEA_MIN,MIN,SEA,1,73,453.0,2153,0,30,17,1
2021,3,2021_03_SEA_MIN,SEA,MIN,0,52,389.0,1447,0,17,30,0
2021,3,2021_03_TB_LA,LA,TB,1,63,407.0,1810,0,34,24,1
2021,3,2021_03_TB_LA,TB,LA,0,71,446.0,1790,0,24,34,0
2021,3,2021_03_WAS_BUF,BUF,WAS,1,78,481.0,2269,0,43,21,1
2021,3,2021_03_WAS_BUF,WAS,BUF,0,50,290.0,1463,3,21,43,0
2021,4,2021_04_ARI_LA,ARI,LA,0,75,465.0,2110,0,37,20,1
2021,4,2021_04_ARI_LA,LA,ARI,1,64,401.0,1490,2,20,37,0
2021,4,2021_04_BAL_DEN,BAL,DEN,0,70,406.0,1987,0,23,7,1
2021,4,2021_04_BAL_DEN,DEN,BAL,1,59,254.0,1613,1,7,23,0
2021,4,2021_04_CAR_DAL,CAR,DAL,0,68,379.0,2016,2,28,36,0
2021,4,2021_04_CAR_DAL,DAL,CAR,1,58,433.0,1584,0,36,28,1
2021,4,2021_04_CLE_MIN,CLE,MIN,0,75,329.0,2132,0,14,7,1
2021,4,2021_04_CLE_MIN,MIN,CLE,1,63,255.0,1468,1,7,14,0
2021,4,2021_04_DET_CHI,CHI,DET,1,57,373.0,1723,1,24,14,1
2021,4,2021_04_DET_CHI,DET,CHI,0,67,351.0,1877,2,14,24,0
2021,4,2021_04_HOU_BUF,BUF,HOU,1,72,450.0,2295,1,40,0,1
2021,4,2021_04_HOU_BUF,HOU,BUF,0,42,109.0,1305,5,0,40,0
2021,4,2021_04_IND_MIA,IND,MIA,0,67,349.0,2229,1,27,17,1
2021,4,2021_04_IND_MIA,MIA,IND,1,49,203.0,1371,2,17,27,0
2021,4,2021_04_JAX_CIN,CIN,JAX,1,55,420.0,1875,0,24,21,1
2021,4,2021_04_JAX_CIN,JAX,CIN,0,55,341.0,1725,0,21,24,0
2021,4,2021_04_KC_PHI,KC,PHI,0,63,471.0,1852,1,42,30,1
2021,4,2021_04_KC_PHI,PHI,KC,1,70,461.0,1748,0,30,42,0
2021,4,2021_04_LV_LAC,LAC,LV,1,75,380.0,2083,0,28,14,1
2021,4,2021_04_LV_LAC,LV,LAC,0,56,213.0,1517,1,14,28,0
2021,4,2021_04_NYG_NO,NO,NYG,1,65,405.0,2251,1,21,27,0
2021,4,2021_04_NYG_NO,NYG,NO,0,61,487.0,1655,1,27,21,1
2021,4,2021_04_PIT_GB,GB,PIT,1,72,367.0,2081,1,27,17,1
2021,4,2021_04_PIT_GB,PIT,GB,0,58,282.0,1519,2,17,27,0
2021,4,2021_04_SEA_SF,SEA,SF,0,54,234.0,1699,0,28,21,1
2021,4,2021_04_SEA_SF,SF,SEA,1,73,459.0,1901,2,21,28,0
2021,4,2021_04_TB_NE,NE,TB,1,54,294.0,1565,2,17,19,0
2021,4,2021_04_TB_NE,TB,NE,0,74,381.0,2035,0,19,17,1
2021,4,2021_04_TEN_NYJ,NYJ,TEN,1,60,355.0,1743,1,27,24,1
2021,4,2021_04_TEN_NYJ,TEN,NYJ,0,94,432.0,2442,0,24,27,0
2021,4,2021_04_WAS_ATL,ATL,WAS,1,72,374.0,1842,0,30,34,0
2021,4,2021_04_WAS_ATL,WAS,ATL,0,64,412.0,1758,0,34,30,1
2021,5,2021_05_BUF_KC,BUF,KC,0,54,436.0,1655,0,38,20,1
2021,5,2021_05_BUF_KC,KC,BUF,1,79,392.0,1945,4,20,38,0
2021,5,2021_05_CHI_LV,CHI,LV,0,60,252.0,1922,0,20,9,1
2021,5,2021_05_CHI_LV,LV,CHI,1,61,259.0,1678,1,9,20,0
2021,5,2021_05_CLE_LAC,CLE,LAC,0,69,533.0,2188,0,42,47,0
2021,5,2021_05_CLE_LAC,LAC,CLE,1,70,495.0,1412,1,47,42,1
2021,5,2021_05_DEN_PIT,DEN,PIT,0,59,374.0,1618,1,19,27,0
2021,5,2021_05_DEN_PIT,PIT,DEN,1,61,391.0,1982,1,27,19,1
2021,5,2021_05_DET_MIN,DET,MIN,0,64,290.0,1674,2,17,19,0
2021,5,2021_05_DET_MIN,MIN,DET,1,64,384.0,1926,2,19,17,1
2021,5,2021_05_GB_CIN,CIN,GB,1,66,369.0,2046,2,22,25,0
2021,5,2021_05_GB_CIN,GB,CIN,0,63,466.0,2039,1,25,22,1
2021,5,2021_05_IND_BAL,BAL,IND,1,73,527.0,2031,1,31,25,1
2021,5,2021_05_IND_BAL,IND,BAL,0,64,513.0,1845,1,25,31,0
2021,5,2021_05_LA_SEA,LA,SEA,0,67,476.0,1983,1,26,17,1
2021,5,2021_05_LA_SEA,SEA,LA,1,60,354.0,1617,2,17,26,0
